NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
IJ.ST;INTRUM JUSTITIA;;;;;;;;;;;;;;N/A;N/A;N/A
IMMNOV.ST;IMMUNOVIA;101.0;50.0;115;57.6;129;66.2;522;57.9;255;5.18;1.95;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMNOV.ST;11;115966;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115966&marketid=11
IMMU.ST;IMMUNICUM;6.51;83.3;164;66.7;229;62.9;465;71.0;286;3.43;1.43;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMU.ST;11;93632;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93632&marketid=11
IMNP.ST;IMMUNE PHARMACEUTICALS;3.26;58.3;166;59.1;223;54.8;437;57.4;275;3.1;-2.42;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMNP.ST;19;IMNP;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=IMNP&marketid=19
IMPC.ST;IMPACT COATINGS;9.19;50.0;67;47.1;65;54.7;203;50.6;111;1.98;-0.71;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMPC.ST;11;28041;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=28041&marketid=11
INDEX.ST;INDEX PHARMACEUTICALS HOLDING;5.44;36.4;93;48.4;109;51.4;110;45.4;104;0.72;0.0;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDEX.ST;11;127479;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127479&marketid=11
INDT.ST;INDUTRADE;223.8;71.4;111;79.2;163;77.8;231;76.1;168;3.46;2.28;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDT.ST;11;31308;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31308&marketid=11
INDU-A.ST;INDUSTRIVARDEN A;205.8;53.3;101;62.1;127;63.1;175;59.5;134;2.26;1.33;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-A.ST;11;142;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=142&marketid=11
INDU-C.ST;INDUSTRIVARDEN C;196.6;78.6;109;65.6;124;61.1;169;68.4;134;1.88;1.32;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-C.ST;11;143;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=143&marketid=11
INISS-B.ST;INISSION;49.9;63.2;118;51.3;136;51.9;185;55.5;146;3.08;0.0;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INISS-B.ST;11;110377;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110377&marketid=11
INSTAL.ST;INSTALCO INTRESSENTER;52.6;66.7;127;57.1;126;57.1;126;60.3;126;0.79;-0.63;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INSTAL.ST;11;137177;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137177&marketid=11
INTU.ST;INTUITIVE AERIAL;0.588;80.0;156;57.1;133;44.8;91;60.6;126;-1.32;-2.89;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INTU.ST;11;105287;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105287&marketid=11
INVE-A.ST;INVESTOR A;372.4;46.7;102;54.3;123;57.7;176;52.9;133;1.92;0.33;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-A.ST;11;160;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=160&marketid=11
INVE-B.ST;INVESTOR B;375.7;66.7;102;71.0;135;68.7;192;68.8;143;2.24;1.35;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-B.ST;11;161;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=161&marketid=11
INWI.ST;INWIDO;78.2;80.0;125;75.8;156;67.5;220;74.4;167;1.47;0.68;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INWI.ST;11;102786;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=102786&marketid=11
IPCO.ST;INTERNATIONAL PETROLEUM CORPORATION;37.45;61.5;112;68.4;178;68.4;178;66.1;156;8.37;2.85;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IPCO.ST;11;136295;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136295&marketid=11
IQSE.NGM;IQS ENERGI KOMFORT;1.35;56.2;88;59.4;96;59.6;97;58.4;93;-0.43;-1.38;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IQSE.NGM;N/A;N/A;N/A
IRLAB-A.ST;IRLAB THERAPEUTICS;132.0;64.3;112;53.8;274;53.8;274;57.3;220;9.22;2.33;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IRLAB-A.ST;11;132776;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=132776&marketid=11
IS.ST;IMAGE SYSTEMS;2.34;38.5;95;46.4;102;51.7;165;45.5;120;1.99;-0.79;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IS.ST;N/A;N/A;N/A
ISOFOL.ST;ISOFOL MEDICAL;24.8;45.0;132;42.9;128;42.9;128;43.6;129;2.32;-0.65;14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISOFOL.ST;11;135681;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135681&marketid=11
ISR.ST;ISR IMMUNE SYSTEM REGULATION HOLDING;9.8;66.7;305;69.6;382;69.6;382;68.6;356;13.22;11.84;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISR.ST;11;135384;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135384&marketid=11
ITAB-B.ST;ITAB SHOP CONCEPT;39.05;57.1;107;60.7;120;62.5;169;60.1;132;1.97;0.2;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ITAB-B.ST;11;56940;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56940&marketid=11
IVACC.ST;INTERVACC;3.04;61.5;113;57.9;128;57.9;128;59.1;123;2.38;-1.18;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVACC.ST;11;135675;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135675&marketid=11
IVISYS.ST;IVISYS;6.0;54.5;160;56.4;210;55.2;129;55.4;166;2.1;-1.43;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVISYS.ST;11;108037;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108037&marketid=11
IVSO.ST;INVISIO COMMUNICATIONS;66.3;68.8;111;63.3;200;59.1;245;63.7;185;2.55;0.72;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVSO.ST;11;34597;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34597&marketid=11
JAYS.ST;JAYS;1.805;45.5;155;40.5;233;40.2;279;42.1;222;2.78;-1.32;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JAYS.ST;11;75344;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75344&marketid=11
JLT.ST;JLT MOBILE;4.1;56.5;113;62.9;179;61.3;408;60.2;233;4.19;1.42;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JLT.ST;11;21189;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=21189&marketid=11
JM.ST;JM;190.5;61.1;102;69.7;126;70.1;199;67.0;142;2.22;0.66;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JM.ST;11;13217;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13217&marketid=11
K2A-PREF.ST;K2A KNAUST & AND ANDERSSON FASTIGHET;287.0;22.7;93;20.0;91;33.8;104;25.5;96;0.56;0.0;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=K2A-PREF.ST;11;107160;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107160&marketid=11
KABE-B.ST;KABE HUSVAGNAR B;186.5;47.6;103;60.5;151;58.8;287;55.6;180;3.06;0.23;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KABE-B.ST;11;912;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=912&marketid=11
KAHL.ST;KAPPAHL;31.21;61.1;116;54.8;120;52.5;179;56.1;138;2.24;0.06;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAHL.ST;11;33359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33359&marketid=11
KAMBI.ST;KAMBI GROUP;119.0;69.2;137;66.7;204;63.6;276;66.5;205;2.34;2.31;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAMBI.ST;11;101199;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101199&marketid=11
KAN.ST;KANCERA;2.035;64.7;141;60.0;177;56.9;219;60.5;179;1.56;-0.26;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAN.ST;11;80745;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80745&marketid=11
KAPIAB.ST;KALLEBACK PROPERTY INVEST;138.5;47.1;97;48.5;105;47.7;106;47.8;102;0.68;0.23;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAPIAB.ST;11;100207;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100207&marketid=11
KARE.ST;KARESSA PHARMA;9.0;53.6;91;53.2;86;50.0;65;52.3;80;0.23;-0.34;45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARE.ST;11;106031;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106031&marketid=11
KARO.ST;KARO PHARMA;33.7;71.4;153;72.2;205;70.3;506;71.3;288;4.19;1.92;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARO.ST;11;3927;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3927&marketid=11
KDEV.ST;KAROLINSKA DEV;5.24;88.9;257;63.2;233;50.0;215;67.4;235;3.03;-0.19;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KDEV.ST;11;81547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81547&marketid=11
KIND-SDB.ST;KINDRED GROUP SDR;127.35;60.0;127;60.0;146;63.5;261;61.2;178;2.59;1.52;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KIND-SDB.ST;11;36950;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36950&marketid=11
KINV-A.ST;KINNEVIK A;315.0;66.7;116;63.6;143;67.2;206;65.8;155;2.99;1.21;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-A.ST;11;998;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=998&marketid=11
KINV-B.ST;KINNEVIK B;302.0;47.1;106;57.1;128;60.9;185;55.0;139;2.16;1.22;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-B.ST;11;999;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=999&marketid=11
KLAR.ST;KLARIA PHARMA;9.9;61.1;133;62.5;147;58.0;249;60.5;176;3.49;0.85;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLAR.ST;11;114250;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114250&marketid=11
KLED.ST;KUNGSLEDEN;56.75;73.3;104;66.7;124;63.8;151;67.9;126;1.64;1.25;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLED.ST;11;3546;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3546&marketid=11
KLOV-A.ST;KLOVERN A;10.25;57.9;101;63.6;134;53.5;161;58.3;132;1.63;-0.06;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-A.ST;11;19459;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19459&marketid=11
KLOV-B.ST;KLOVERN B;10.45;68.4;98;74.2;134;69.8;184;70.8;138;2.15;0.81;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-B.ST;11;104594;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104594&marketid=11
KLOV-PREF.ST;KLOVERN PREF CNV PRF;316.5;63.2;105;67.7;118;65.1;129;65.3;117;0.95;0.45;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-PREF.ST;11;86345;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=86345&marketid=11
KNOW.ST;KNOW IT;171.4;68.4;126;60.5;139;50.6;239;59.8;168;2.84;1.34;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KNOW.ST;11;3219;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3219&marketid=11
KOBR MTFB;KOPPARBERGS B;191.0;73.3;150;60.5;174;61.3;312;65.0;212;2.5;-0.16;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOBR MTFB;N/A;N/A;N/A
KONT.ST;KONTIGO CARE;3.42;66.7;119;67.9;172;65.9;226;66.8;172;3.26;1.57;22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KONT.ST;11;110540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110540&marketid=11
KOPY.ST;KOPY GOLDFIELDS;1.355;58.8;94;45.9;97;53.6;229;52.8;140;2.37;-1.34;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOPY.ST;11;77457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77457&marketid=11
LAGR-B.ST;LAGERCRANTZ GROUP B;82.8;63.2;125;70.3;172;62.3;222;65.3;173;2.01;1.61;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAGR-B.ST;11;14335;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=14335&marketid=11
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;49.8;85.7;112;63.9;112;55.0;170;68.2;131;1.88;0.3;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;11;1049;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1049&marketid=11
LATO-B.ST;LATOUR INVESTMENT B;97.55;61.9;107;53.8;126;57.5;170;57.7;134;1.82;0.58;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LATO-B.ST;11;914;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=914&marketid=11
LAUR.ST;LAURITZ.COM;1.405;66.7;206;61.8;373;62.0;480;63.5;353;2.78;-0.73;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAUR.ST;11;123678;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123678&marketid=11
LEO.ST;LEOVEGAS;92.15;78.9;164;68.3;292;51.3;292;66.2;249;3.02;1.27;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEO.ST;11;120184;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120184&marketid=11
LEX.ST;LEXINGTON COMPANY;19.5;63.6;149;58.8;181;56.1;274;59.5;201;2.82;-0.49;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEX.ST;11;106153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106153&marketid=11
LIAB.ST;LINDAB INTERNATIONAL;67.0;77.8;118;61.0;140;62.2;189;67.0;149;1.8;0.99;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIAB.ST;11;37400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37400&marketid=11
LIDDS.ST;LIDDS;14.05;64.7;189;63.3;302;51.6;264;59.9;251;4.4;0.0;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIDDS.ST;11;101904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101904&marketid=11
LIFCO-B.ST;LIFCO B;342.5;76.2;145;75.7;188;70.9;289;74.3;207;3.03;2.21;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFCO-B.ST;11;103930;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103930&marketid=11
LIFE B;LIFEASSAYS B;;;;;;;;;;;;;;N/A;N/A;N/A
LLSW-B.ST;LIGHTLAB SWE B;0.42;55.0;143;55.9;171;48.6;124;53.2;146;-0.45;-1.72;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LLSW-B.ST;11;63604;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=63604&marketid=11
LOOM-B.ST;LOOMIS B;302.2;68.8;129;64.7;163;70.6;305;68.0;199;3.16;1.88;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LOOM-B.ST;11;61536;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=61536&marketid=11
LUC.ST;LUCARA DIAMOND;14.36;63.6;145;58.1;165;65.3;280;62.3;196;2.3;1.07;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUC.ST;11;85525;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85525&marketid=11
LUG.ST;LUNDIN GOLD;34.4;53.8;108;56.5;128;64.6;207;58.3;147;2.55;1.93;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUG.ST;11;105183;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105183&marketid=11
LUMI.ST;LUNDIN MINING;55.5;52.2;163;54.5;187;54.5;187;53.7;179;3.59;0.55;16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUMI.ST;11;27709;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27709&marketid=11
LUND-B.ST;LUNDBERGFORETAGEN B;616.0;68.4;102;72.7;125;70.5;184;70.5;137;2.44;1.38;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUND-B.ST;11;1012;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1012&marketid=11
LUPE.ST;LUNDIN PETROLEUM;200.5;66.7;127;59.0;117;58.3;174;61.3;139;1.95;0.52;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUPE.ST;11;22335;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=22335&marketid=11
MACK-B.ST;MACKMYRA SVENSK WHISKEY B;17.0;65.0;137;58.8;238;47.1;211;57.0;195;3.11;0.39;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MACK-B.ST;11;85847;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85847&marketid=11
MAG.ST;MAGNOLIA BOSTAD;53.5;77.8;182;69.4;249;62.2;482;69.8;304;3.26;0.69;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAG.ST;N/A;N/A;N/A
MAHA-A.ST;MAHA ENERGY;6.75;44.4;91;59.4;149;60.9;186;54.9;142;2.76;-0.97;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A.ST;N/A;N/A;N/A
MAHA-A-TO-1.ST;MAHA ENERGY SUBSCR OPT;;;;;;;;;;;;;;N/A;N/A;N/A
MANTEX.ST;MANTEX;4.56;66.7;180;66.7;280;66.7;280;66.7;246;13.76;3.61;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MANTEX.ST;11;136007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136007&marketid=11
MATRA.ST;MATRA PETROLEUM;3.82;43.8;125;54.2;182;54.2;182;50.7;163;2.77;-3.59;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MATRA.ST;11;136267;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136267&marketid=11
MAV.ST;MAVSHACK AB;0.2105;83.3;174;73.5;1452;70.3;4932;75.7;2186;19.76;0.4;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAV.ST;11;58547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58547&marketid=11
MAXF.ST;MAXFASTIGHETER I SVERIGE;27.5;41.7;95;43.3;92;43.3;92;42.8;93;-0.03;-0.72;15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;11;123717;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123717&marketid=11
MAXK.ST;MAXKOMPETENS;6.18;31.6;82;22.2;73;22.2;73;25.3;76;-1.38;-1.42;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;11;115943;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115943&marketid=11
MCAP.ST;MEDCAP;64.0;66.7;174;67.9;215;57.9;271;64.2;220;4.07;1.55;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCAP.ST;11;35364;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35364&marketid=11
MCNH.NGM;MEDICA CLINICAL NORTH;;;;;;;;;;;;;;N/A;N/A;N/A
MCOV-B.ST;MEDICOVER;61.9;81.8;125;64.3;116;64.3;116;70.1;119;2.58;0.82;7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;11;138158;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138158&marketid=11
MEAB-B.ST;MALMBERGS ELEKTRISKA B;98.6;53.3;107;59.4;113;56.1;123;56.3;114;0.99;0.31;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEAB-B.ST;11;3223;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3223&marketid=11
MEDR-B.ST;MEDIRATT B;6.9;66.7;145;65.4;247;71.2;2393;67.8;928;17.34;10.39;26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEDR-B.ST;11;81251;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81251&marketid=11
MEKO.ST;MEKONOMEN;146.8;50.0;110;38.2;101;48.5;127;45.6;112;0.63;-0.29;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;11;4986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4986&marketid=11
MELK.ST;MELKER SCHORLING;;;;;;;;;;;;;;N/A;N/A;N/A
MERT-A.NGM;MERTIVA;38.4;20.0;93;35.0;161;47.9;446;34.3;233;6.48;-0.91;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM;N/A;N/A;N/A
MIC-SDB.ST;MILLICOM INTERNATIONAL CELLULAR SDR;569.5;38.1;94;55.8;117;60.2;207;51.4;139;2.1;0.66;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIC-SDB.ST;11;24507;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=24507&marketid=11
MIDW-B.ST;MIDWAY HOLDING B;12.85;75.0;120;61.3;151;44.3;108;60.2;126;0.65;-1.04;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIDW-B.ST;11;835;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=835&marketid=11
MIND.ST;MINDMANCER;;;;;;;;;;;;;;N/A;N/A;N/A
MINEST.ST;MINESTO;2.79;66.7;171;53.8;179;55.6;360;58.7;236;3.1;0.82;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MINEST.ST;11;114883;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114883&marketid=11
MIPS.ST;MIPS;52.3;73.7;120;70.4;141;70.4;141;71.5;134;2.39;0.22;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;11;135088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135088&marketid=11
MOB.ST;MOBERG PHARMA;25.0;92.3;158;67.6;139;67.2;313;75.7;203;2.16;0.84;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST;11;79252;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79252&marketid=11
MOMENT.ST;MOMENT GROUP;19.8;46.7;105;27.3;83;41.0;90;38.3;92;0.34;0.0;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;N/A;N/A;N/A
MPI.ST;MEDICAL PROGNOSIS INSTITUTE;11.0;50.0;103;50.0;114;53.6;148;51.2;121;1.61;0.0;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MPI.ST;11;123713;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123713&marketid=11
MQ.ST;MQ HOLDING;21.65;50.0;111;50.0;105;54.2;118;51.4;111;0.07;-0.13;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;11;76085;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76085&marketid=11
MRG.ST;MR GREEN;50.3;57.7;111;63.0;169;64.1;295;61.6;191;3.12;0.79;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MRG.ST;11;94882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94882&marketid=11
MSAB-B.ST;MICRO SYSTEMATION B;69.7;52.2;143;56.5;196;57.5;367;55.4;235;3.14;0.0;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSAB-B.ST;11;85846;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85846&marketid=11
MSC-B.ST;MSC GROUP;;;;;;;;;;;;;;N/A;N/A;N/A
MSON-A.ST;MIDSONA A;;;;;;;;;;;;;;11;3921;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3921&marketid=11
MSON-B.ST;MIDSONA B;55.2;70.0;146;60.5;154;60.3;247;63.6;182;3.25;0.51;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;11;3922;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3922&marketid=11
