NAMESHORT_SB;NAME_SB;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
FIRE.ST;FIREFLY;41.2;94;38.7;99;42.0;114;40.6;102;0.93;-0.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIRE.ST;11;59997;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=59997&marketid=11
FMM-B.ST;FM MATTSSON MORA GROUP;61.1;115;50.0;107;50.0;107;53.7;109;1.19;0.69;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FMM-B.ST;N/A;N/A;N/A
FNMA-PREF.ST;FNMA PREF PRF;33.3;96;36.8;106;44.7;166;38.3;122;2.7;1.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FNMA-PREF.ST;N/A;N/A;N/A
FOI-B.ST;FENIX OUTDOOR INTERNATIONAL;70.6;141;70.7;181;58.6;317;66.6;213;3.27;1.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOI-B.ST;N/A;N/A;N/A
FOOT-PREF.ST;FOOTWAY GROUP PRF;33.3;90;29.6;89;29.6;89;30.8;89;-0.05;-0.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOOT-PREF.ST;N/A;N/A;N/A
FPAR.ST;FAST PARTNER;63.2;107;59.0;124;65.2;263;62.5;164;2.74;1.5;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR.ST;11;980;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=980&marketid=11
FPAR-PREF.ST;FASTPARTNER PRF;50.0;101;33.3;99;41.4;103;41.6;101;0.44;0.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR-PREF.ST;N/A;N/A;N/A
FPIP.ST;FORMPIPE;52.9;102;50.0;122;46.8;165;49.9;129;2.05;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPIP.ST;11;72565;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=72565&marketid=11
FRIM.ST;ROBERT FRIMAN INTERNATIONAL;;;;;;;;;;;;N/A;N/A;N/A
FRISQ.ST;FRISQ HOLDING;73.9;230;63.4;197;63.3;194;66.9;207;3.62;0.64;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRISQ.ST;11;127937;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127937&marketid=11
FRNT-B.NGM;FRONTOFFICE NORDIC B;65.0;94;50.0;88;55.9;249;57.0;143;3.59;-0.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRNT-B.NGM;N/A;N/A;N/A
G5EN.ST;G5 ENTERTAINMENT;63.2;156;60.0;260;64.5;1985;62.6;800;8.4;6.64;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=G5EN.ST;11;60158;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=60158&marketid=11
GAPW-B.ST;GAPWAVES;85.7;508;60.0;782;59.4;855;68.4;715;18.89;3.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GAPW-B.ST;N/A;N/A;N/A
GAPW-TO-1B.ST;GAPWAVES SUBSCR OPT;;;;;;;;;;;;N/A;N/A;N/A
GARO.ST;GARO;68.4;128;64.9;145;60.9;294;64.7;189;3.05;1.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GARO.ST;11;119990;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119990&marketid=11
GCOR.ST;GAMING CORPS;76.5;247;53.5;194;59.2;524;63.1;321;4.15;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GCOR.ST;11;110080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110080&marketid=11
GENO.ST;GENOVIS B;73.3;156;55.2;172;45.6;189;58.0;172;3.09;-1.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GENO.ST;11;36315;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36315&marketid=11
GETI-B.ST;GETINGE B;84.6;121;60.6;137;55.7;148;67.0;135;0.73;0.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GETI-B.ST;N/A;N/A;N/A
GHP.ST;GHP SPECIALTY CARE;56.2;110;50.0;129;51.6;240;52.6;159;2.57;0.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHP.ST;11;59064;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=59064&marketid=11
GHUS-B.ST;GOTENEHUS GROUP B;61.1;147;59.5;181;58.7;225;59.8;184;2.0;0.81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHUS-B.ST;N/A;N/A;N/A
GOMX.ST;GOMSPACE GROUP;80.0;157;77.4;416;77.8;829;78.4;467;11.52;3.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GOMX.ST;11;123579;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123579&marketid=11
GPG-PREF.ST;GENOVA PROPERTY GROUP PRF;47.1;105;48.8;103;39.1;98;45.0;102;0.4;-0.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPG-PREF.ST;N/A;N/A;N/A
GPX.ST;GASPOROX;61.1;146;53.8;172;53.5;188;56.1;168;1.43;-0.9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPX.ST;11;128307;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128307&marketid=11
GREAT.ST;GREATER THAN;46.2;88;48.0;196;46.3;193;46.8;159;4.58;-0.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GREAT.ST;11;101192;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101192&marketid=11
GRNG.ST;GRANGES;61.1;101;63.3;123;54.3;139;59.6;121;1.5;0.59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GRNG.ST;N/A;N/A;N/A
GTAB B;GLYCOREX TRANSPLANTATION B;69.2;119;39.4;78;42.4;111;50.3;102;1.94;-0.81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTAB B;N/A;N/A;N/A
GTGS.NGM;GOLD TOWN GAMES;47.8;199;57.1;385;58.9;871;54.6;485;9.85;0.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTGS.NGM;N/A;N/A;N/A
GUGEO.NGM;GUIDELINE GEO;58.3;191;41.7;207;42.6;210;47.5;202;2.33;-0.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUGEO.NGM;N/A;N/A;N/A
GUNN.ST;GUNNEBO;73.3;133;64.9;148;57.7;164;65.3;148;1.07;0.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUNN.ST;11;816;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=816&marketid=11
GWS.ST;GWS PRODUCTION;65.0;84;68.8;201;73.4;570;69.1;285;4.66;0.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GWS.ST;11;103191;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103191&marketid=11
HANC-PREF-A.ST;HANCAP PRF;56.2;111;46.2;125;46.0;141;49.5;125;1.83;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANC-PREF-A.ST;N/A;N/A;N/A
HANZA.ST;HANZA HOLDING;73.3;122;52.9;111;52.2;174;59.5;135;2.11;0.46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANZA.ST;11;100972;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100972&marketid=11
HAV-B.ST;HAVSFRUN INVESTMENT B;35.7;92;25.0;79;28.1;73;29.6;81;-0.39;-0.81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HAV-B.ST;N/A;N/A;N/A
HEBA-B.ST;HEBA FASTIGHETS B;22.2;92;23.5;85;34.8;89;26.8;88;0.04;-0.12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEBA-B.ST;N/A;N/A;N/A
HEIM-PREF.ST;HEIMSDATEN PRF;60.0;103;58.3;105;57.6;127;58.6;111;0.94;0.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEIM-PREF.ST;N/A;N/A;N/A
HELIO.ST;HELIOSPECTRA;75.0;320;55.0;454;51.4;1165;60.5;646;6.72;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HELIO.ST;11;101607;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101607&marketid=11
HEMC.ST;HEMCHECK SWEDEN;81.2;203;74.1;629;74.1;629;76.5;487;16.67;4.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC.ST;11;135098;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135098&marketid=11
HEMC-TO1.ST;HEMCHECK SWEDEN SUBSCR OPT;70.0;269;62.5;460;62.5;460;65.0;396;21.47;8.65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC-TO1.ST;N/A;N/A;N/A
HEMF.ST;HEMFOSA FASTIGHETER AB;69.2;103;66.7;128;55.6;133;63.8;121;1.32;0.65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF.ST;11;100152;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100152&marketid=11
HEMF-PREF.ST;HEMFOSA FASTIGHETER PRF;53.8;96;51.9;101;42.6;109;49.4;102;0.61;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF-PREF.ST;N/A;N/A;N/A
HEXA-B.ST;HEXAGON B;63.2;115;58.1;111;56.5;144;59.3;123;1.54;0.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEXA-B.ST;N/A;N/A;N/A
HIFA-B.ST;HIFA B;47.4;105;59.0;123;60.0;136;55.5;121;1.05;0.66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIFA-B.ST;N/A;N/A;N/A
HIQ.ST;HIQ INTERNATIONAL;60.9;113;66.7;141;65.4;236;64.3;163;2.41;1.5;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIQ.ST;11;3540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3540&marketid=11
HLDX.ST;HALDEX;52.0;110;48.8;111;53.8;168;51.5;129;1.98;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST;11;817;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=817&marketid=11
HM-B.ST;HENNES & MAURITZ B;47.4;94;52.4;105;53.8;125;51.2;108;0.27;-0.36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HM-B.ST;N/A;N/A;N/A
HMED.ST;HANSA MEDICAL;61.5;129;67.7;337;60.9;1412;63.4;626;9.25;3.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMED.ST;11;43288;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43288&marketid=11
HMS.ST;HMS NETWORKS;73.7;121;75.0;201;67.6;343;72.1;221;3.58;2.46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMS.ST;11;43302;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43302&marketid=11
HOFI.ST;HOIST FINANCE;86.7;139;58.6;143;53.7;156;66.3;146;1.5;0.87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOFI.ST;11;107904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107904&marketid=11
HOGK-PREF-A.ST;AKTIEBOLAGET HOGKULLEN PRF;50.0;99;42.9;99;43.8;98;45.6;98;0.15;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOGK-PREF-A.ST;N/A;N/A;N/A
HOLM-A.ST;HOLMEN A;56.0;131;51.2;132;50.6;152;52.6;138;1.72;0.81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-A.ST;N/A;N/A;N/A
HOLM-B.ST;HOLMEN B;64.3;124;59.4;140;54.1;173;59.3;145;1.81;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-B.ST;N/A;N/A;N/A
HOVD.ST;HOVDING SVERIGE;62.5;112;52.8;122;51.5;438;55.6;224;4.48;-1.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOVD.ST;11;110530;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110530&marketid=11
HOYLU.ST;HOYLU;58.3;153;72.7;398;72.7;398;67.9;316;16.06;5.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOYLU.ST;11;133092;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133092&marketid=11
HPOL-B.ST;HEXPOL B;61.9;115;66.7;125;62.2;166;63.6;135;1.37;0.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HPOL-B.ST;N/A;N/A;N/A
HTRO.ST;HEXATRONIC GROUP;76.5;143;69.2;214;65.2;529;70.3;295;5.76;2.99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HTRO.ST;11;82816;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82816&marketid=11
HUFV-A.ST;HUFVUDSTADEN A;73.3;104;57.6;104;62.7;134;64.5;114;1.16;0.97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUFV-A.ST;N/A;N/A;N/A
HUM.ST;HUMANA;52.6;106;61.5;129;53.6;126;55.9;120;0.58;0.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUM.ST;11;120363;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120363&marketid=11
HUSQ-A.ST;HUSQVARNA A;42.9;108;46.3;121;52.0;177;47.1;135;1.7;0.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-A.ST;N/A;N/A;N/A
HUSQ-B.ST;HUSQVARNA B;45.5;105;50.0;118;51.2;165;48.9;129;1.39;0.41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-B.ST;N/A;N/A;N/A
IBT-B.ST;INFANT BACTERIAL THERAPEUTICS;69.2;191;61.5;456;68.9;1275;66.5;640;11.36;6.1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IBT-B.ST;N/A;N/A;N/A
ICA.ST;ICA GRUPPEN;64.7;96;68.6;107;61.2;119;64.8;107;0.81;0.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ICA.ST;N/A;N/A;N/A
ICTA-B.ST;INTELLECTA B;;;;;;;;;;;;N/A;N/A;N/A
IJ.ST;INTRUM JUSTITIA;;;;;;;;;;;;N/A;N/A;N/A
IMMNOV.ST;IMMUNOVIA;50.0;115;57.1;125;66.2;522;57.8;254;5.18;1.95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMNOV.ST;11;115966;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115966&marketid=11
IMMU.ST;IMMUNICUM;83.3;164;66.7;229;62.9;465;71.0;286;3.43;1.43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMU.ST;11;93632;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93632&marketid=11
IMNP.ST;IMMUNE PHARMACEUTICALS;58.3;166;59.1;223;54.8;437;57.4;275;3.1;-2.42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMNP.ST;19;IMNP;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=IMNP&marketid=19
IMPC.ST;IMPACT COATINGS;50.0;67;47.1;65;54.7;203;50.6;111;1.98;-0.71;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMPC.ST;11;28041;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=28041&marketid=11
INDEX.ST;INDEX PHARMACEUTICALS HOLDING;36.4;93;48.4;109;51.4;110;45.4;104;0.72;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDEX.ST;11;127479;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127479&marketid=11
INDT.ST;INDUTRADE;69.2;108;78.3;159;77.4;225;75.0;164;3.49;1.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDT.ST;11;31308;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31308&marketid=11
INDU-A.ST;INDUSTRIVARDEN A;53.3;101;64.5;130;63.1;175;60.3;135;2.26;1.33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-A.ST;N/A;N/A;N/A
INDU-C.ST;INDUSTRIVARDEN C;78.6;109;65.6;124;61.1;169;68.4;134;1.88;1.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-C.ST;N/A;N/A;N/A
INISS-B.ST;INISSION;60.0;124;50.0;136;50.9;185;53.6;148;3.08;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INISS-B.ST;N/A;N/A;N/A
INSTAL.ST;INSTALCO INTRESSENTER;60.0;125;55.0;126;55.0;126;56.7;125;0.79;-0.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INSTAL.ST;11;137177;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137177&marketid=11
INTU.ST;INTUITIVE AERIAL;81.2;158;57.1;133;44.8;91;61.0;127;-1.32;-2.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INTU.ST;11;105287;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105287&marketid=11
INVE-A.ST;INVESTOR A;46.7;102;54.1;122;57.7;176;52.8;133;1.92;0.33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-A.ST;N/A;N/A;N/A
INVE-B.ST;INVESTOR B;66.7;102;71.0;135;68.7;192;68.8;143;2.24;1.35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-B.ST;N/A;N/A;N/A
INWI.ST;INWIDO;78.6;124;75.0;155;67.1;219;73.6;166;1.49;0.54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INWI.ST;11;102786;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=102786&marketid=11
IPCO.ST;INTERNATIONAL PETROLEUM CORPORATION;73.3;145;73.7;178;73.7;178;73.6;167;8.37;2.85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IPCO.ST;11;136295;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136295&marketid=11
IQSE.NGM;IQS ENERGI KOMFORT;56.2;88;59.4;96;59.6;97;58.4;93;-0.43;-1.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IQSE.NGM;N/A;N/A;N/A
IRLAB-A.ST;IRLAB THERAPEUTICS;57.1;112;50.0;274;50.0;274;52.4;220;9.22;2.33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IRLAB-A.ST;N/A;N/A;N/A
IS.ST;IMAGE SYSTEMS;38.5;95;46.4;102;51.7;165;45.5;120;1.99;-0.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IS.ST;11;3571;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3571&marketid=11
ISOFOL.ST;ISOFOL MEDICAL;45.0;132;42.9;128;42.9;128;43.6;129;2.32;-0.65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISOFOL.ST;11;135681;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135681&marketid=11
ISR.ST;ISR IMMUNE SYSTEM REGULATION HOLDING;66.7;305;69.6;382;69.6;382;68.6;356;13.22;11.84;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISR.ST;11;135384;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135384&marketid=11
ITAB-B.ST;ITAB SHOP CONCEPT;57.1;107;60.7;120;62.5;169;60.1;132;1.97;0.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ITAB-B.ST;N/A;N/A;N/A
IVACC.ST;INTERVACC;61.5;113;57.9;128;57.9;128;59.1;123;2.38;-1.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVACC.ST;11;135675;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135675&marketid=11
IVISYS.ST;IVISYS;57.1;162;57.9;213;56.1;131;57.0;168;2.1;-1.43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVISYS.ST;11;108037;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108037&marketid=11
IVSO.ST;INVISIO COMMUNICATIONS;66.7;112;62.1;202;58.5;247;62.4;187;2.64;0.73;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVSO.ST;11;34597;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34597&marketid=11
JAYS.ST;JAYS;45.5;155;40.5;233;40.2;279;42.1;222;2.78;-1.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JAYS.ST;11;75344;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75344&marketid=11
JLT.ST;JLT MOBILE;60.9;113;65.7;179;62.7;408;63.1;233;4.19;1.42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JLT.ST;11;21189;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=21189&marketid=11
JM.ST;JM;63.2;103;69.7;126;70.1;199;67.7;142;2.22;0.66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JM.ST;11;13217;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13217&marketid=11
K2A-PREF.ST;K2A KNAUST & AND ANDERSSON FASTIGHET;22.7;93;20.0;91;33.8;104;25.5;96;0.56;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=K2A-PREF.ST;N/A;N/A;N/A
KABE-B.ST;KABE HUSVAGNAR B;47.6;103;60.5;151;58.8;287;55.6;180;3.06;0.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KABE-B.ST;N/A;N/A;N/A
KAHL.ST;KAPPAHL;61.1;116;54.8;120;52.5;179;56.1;138;2.24;0.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAHL.ST;11;33359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33359&marketid=11
KAMBI.ST;KAMBI GROUP;69.2;137;66.7;204;63.6;276;66.5;205;2.34;2.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAMBI.ST;11;101199;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101199&marketid=11
KAN.ST;KANCERA;70.6;141;62.9;177;58.5;219;64.0;179;1.56;-0.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAN.ST;11;80745;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80745&marketid=11
KAPIAB.ST;KALLEBACK PROPERTY INVEST;47.1;97;48.5;105;47.7;106;47.8;102;0.68;0.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAPIAB.ST;11;100207;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100207&marketid=11
KARE.ST;KARESSA PHARMA;51.9;87;52.2;83;49.4;62;51.2;77;0.12;-0.36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARE.ST;11;106031;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106031&marketid=11
KARO.ST;KARO PHARMA;71.4;153;72.2;205;70.3;506;71.3;288;4.19;1.92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARO.ST;11;3927;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3927&marketid=11
KDEV.ST;KAROLINSKA DEV;85.0;264;63.2;233;50.0;215;66.1;237;3.03;-0.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KDEV.ST;11;81547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81547&marketid=11
KIND-SDB.ST;KINDRED GROUP SDR;60.0;127;60.0;146;63.5;261;61.2;178;2.59;1.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KIND-SDB.ST;N/A;N/A;N/A
KINV-A.ST;KINNEVIK A;66.7;116;63.6;143;67.2;206;65.8;155;2.99;1.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-A.ST;N/A;N/A;N/A
KINV-B.ST;KINNEVIK B;41.2;106;54.3;128;59.4;185;51.6;139;2.16;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-B.ST;N/A;N/A;N/A
KLAR.ST;KLARIA PHARMA;66.7;133;63.4;143;59.4;249;63.2;175;3.49;0.85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLAR.ST;11;114250;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114250&marketid=11
KLED.ST;KUNGSLEDEN;73.3;104;66.7;124;63.8;151;67.9;126;1.64;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLED.ST;11;3546;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3546&marketid=11
KLOV-A.ST;KLOVERN A;57.9;101;63.6;134;53.5;161;58.3;132;1.63;-0.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-A.ST;N/A;N/A;N/A
KLOV-B.ST;KLOVERN B;68.4;98;74.2;134;69.8;184;70.8;138;2.15;0.81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-B.ST;N/A;N/A;N/A
KLOV-PREF.ST;KLOVERN PREF CNV PRF;63.2;105;67.7;118;65.1;129;65.3;117;0.95;0.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-PREF.ST;N/A;N/A;N/A
KNOW.ST;KNOW IT;65.0;138;59.5;139;50.0;239;58.2;172;2.84;1.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KNOW.ST;N/A;N/A;N/A
KOBR MTFB;KOPPARBERGS B;73.3;150;60.5;174;61.3;312;65.0;212;2.5;-0.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOBR MTFB;N/A;N/A;N/A
KONT.ST;KONTIGO CARE;71.4;124;67.9;172;65.9;226;68.4;174;3.26;1.57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KONT.ST;11;110540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110540&marketid=11
