NAMESHORT_SB;NAME_SB;MONTH_6_PERCENT;MONTH_6_VALUE;MONTH_12_PERCENT;MONTH_12_VALUE;MONTH_24_PERCENT;MONTH_24_VALUE;AVERAGE_PERCENT;AVERAGE_VALUE;URL_SB;VALUE_PERCENT_INDEX
PCAT.ST;PHOTOCAT;100;101;68.2;128;68.1;261;78.8;163;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PCAT.ST;12.8444
STAR-B.ST;STARBREEZE B;61.9;155;60.5;152;60.6;325;61;210;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-B.ST;12.81
ONCO.ST;ONCOPEPTIDES;66.7;148;58.6;239;58.6;239;61.3;208;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ONCO.ST;12.7504
SSM.ST;SSM HOLDING;76.5;186;65.2;183;65.2;183;69;184;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSM.ST;12.696
TANGI.ST;TANGIAMO TOUCH TECHNOLOGY;75;154;65.4;201;65.4;201;68.6;185;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TANGI.ST;12.691
DCAR-B.ST;D CARNEGIE & CO B;76.5;109;79.3;128;80;246;78.6;161;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DCAR-B.ST;12.6546
DORO.ST;DORO;76.9;120;66.7;148;71;262;71.5;176;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DORO.ST;12.584
IPCO.ST;INTERNATIONAL PETROLEUM CORPORATION;73.3;138;77.8;178;77.8;178;76.3;164;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IPCO.ST;12.5132
SAAB-B.ST;SAAB B;64.7;112;75.8;187;64;251;68.2;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAAB-B.ST;12.4806
INWI.ST;INWIDO;80;125;75.8;155;66.7;223;74.2;167;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INWI.ST;12.3914
INDT.ST;INDUTRADE;69.2;108;78.3;159;77.4;225;75;164;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDT.ST;12.3
DOME.ST;DOME ENERGY;52.9;119;53.8;160;58;395;54.9;224;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOME.ST;12.2976
GARO.ST;GARO;68.4;128;64.9;145;60.9;294;64.7;189;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GARO.ST;12.2283
STIL.ST;STILLE;41.2;119;58.1;168;60;400;53.1;229;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STIL.ST;12.1599
MOB.ST;MOBERG PHARMA;78.6;130;67.6;118;66.7;266;71;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST;12.141
ERIC-B.ST;ERICSSON B;80;125;75.8;167;62.7;206;72.8;166;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ERIC-B.ST;12.0848
ALIV-SDB.ST;AUTOLIV SDR;69.6;144;68.6;163;63.6;230;67.3;179;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIV-SDB.ST;12.0467
TROAX.ST;TROAX GROUP;63.2;110;68.6;177;56.3;290;62.7;192;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TROAX.ST;12.0384
SWEC-B.ST;SWECO B;82.6;133;72.1;147;65.4;210;73.4;163;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-B.ST;11.9642
ELTEL.ST;ELTEL;68.8;116;72.2;202;63.2;209;68.1;175;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELTEL.ST;11.9175
LUC.ST;LUCARA DIAMOND;60.9;138;58.1;165;65.3;280;61.4;194;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUC.ST;11.9116
MSON-B.ST;MIDSONA B;71.4;146;62.2;155;61.2;247;64.9;182;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;11.8118
LEX.ST;LEXINGTON COMPANY;60.9;141;58.8;181;56.7;279;58.8;200;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEX.ST;11.76
SMF.ST;SEMAFO;73.3;126;59.5;119;60.9;302;64.6;182;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SMF.ST;11.7572
RATO-A.ST;RATOS A;75;130;63.9;146;64.3;244;67.7;173;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-A.ST;11.7121
IVSO.ST;INVISIO COMMUNICATIONS;71.4;105;64.3;190;60.6;239;65.4;178;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVSO.ST;11.6412
BIOVIC-B.ST;BIOVICA INTERNATIONAL;78.6;110;80;164;80;164;79.5;146;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOVIC-B.ST;11.607
SDOS.ST;SCANDIDOS;62.5;145;61.3;248;48.5;214;57.4;202;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDOS.ST;11.5948
CINN.ST;CINNO FIN TECH;66.7;124;63.9;133;64.7;279;65.1;178;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CINN.ST;11.5878
ACM.ST;A CITY MEDIA;62.5;157;50;151;48.4;340;53.6;216;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACM.ST;11.5776
KONT.ST;KONTIGO CARE;71.4;124;65.5;164;65.9;226;67.6;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KONT.ST;11.5596
MRG.ST;MR GREEN;55.6;113;62.2;168;63.6;293;60.5;191;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MRG.ST;11.5555
PDX.ST;PARADOX INTERACTIVE;68.4;167;62.9;185;57.9;198;63.1;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PDX.ST;11.5473
IRLAB-A.ST;IRLAB THERAPEUTICS;53.3;111;52;275;52;275;52.4;220;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IRLAB-A.ST;11.528
RENT.NGM;RENTUNDER HOLDING;72.2;144;77.3;157;77.3;157;75.6;152;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RENT.NGM;11.4912
LAGR-B.ST;LAGERCRANTZ GROUP B;66.7;126;70.3;172;62.3;222;66.4;173;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAGR-B.ST;11.4872
CRED-A.ST;CREADES A;57.9;121;69.2;175;64.4;246;63.8;180;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRED-A.ST;11.484
NOBI.ST;NOBIA;78.3;128;62.2;139;69;219;69.8;162;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBI.ST;11.3076
BELE.ST;BEIJER ELECTRONICS GROUP;81.2;126;61.1;156;65.6;208;69.3;163;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BELE.ST;11.2959
43720.ST;MYCRONIC;69.2;146;57.6;119;65.6;265;64.1;176;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43720.ST;11.2816
ADDT-B.ST;ADDTECH B;65;125;65.8;143;64.3;253;65;173;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDT-B.ST;11.245
CAPAC.ST;CAPACENT HOLDING;52.9;138;54.8;147;61.4;314;56.4;199;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPAC.ST;11.2236
VICP-B.ST;VICTORIA PARK B;64.3;115;60.7;134;60.7;295;61.9;181;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-B.ST;11.2039
XMR.ST;XMREALITY;70;136;72.7;167;72.7;167;71.8;156;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMR.ST;11.2008
VBG-B.ST;VBG B;76.9;127;62.5;154;59.1;227;66.2;169;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VBG-B.ST;11.1878
SAS.ST;SAS;55.6;125;55.9;217;55.3;263;55.6;201;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS.ST;11.1756
NOTE.ST;NOTE;58.8;126;58.1;192;55.4;264;57.4;194;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;11.1356
AZN.ST;ASTRAZENECA;75;108;65.6;150;65.2;229;68.6;162;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AZN.ST;11.1132
PNDX-B.ST;PANDOX;85.7;127;81.2;136;70;159;79;140;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;11.06
UNIBAP.ST;UNIBAP;47.4;122;55.2;255;55.2;255;52.6;210;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UNIBAP.ST;11.046
KLAR.ST;KLARIA PHARMA;66.7;135;62.5;143;58.8;250;62.7;176;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLAR.ST;11.0352
ELN.ST;ELLEN;50;262;50;269;43.4;154;47.8;228;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELN.ST;10.8984
KAN.ST;KANCERA;64.7;141;60;177;57.6;221;60.8;179;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAN.ST;10.8832
SIMRIS-B.ST;SIMRIS ALG;62.5;163;48.5;163;57.1;258;56;194;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;10.864
EOS.ST;EOS RUSSIA;62.5;108;69;161;69.6;217;67;162;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOS.ST;10.854
FPAR.ST;FAST PARTNER;66.7;110;60.5;127;66.2;268;64.5;168;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR.ST;10.836
AVT-B.ST;AVTECH SWEDEN;77.8;117;65.8;215;50.6;170;64.7;167;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVT-B.ST;10.8049
AGES-B.ST;AGES INDUSTRI;100;101;85;142;63.6;148;82.9;130;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AGES-B.ST;10.777
RECI-B.ST;RECIPHARM AB;63.6;127;57.9;144;63.9;248;61.8;173;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RECI-B.ST;10.6914
BOL.ST;BOLIDEN;75;125;72.2;124;62.2;212;69.8;153;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BOL.ST;10.6794
PEAB-B.ST;PEAB B;66.7;145;60.6;180;56.3;197;61.2;174;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;10.6488
CONS-B.ST;CONSILIUM B;70.6;125;58.1;131;63.5;242;64.1;166;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CONS-B.ST;10.6406
CYXO.ST;CYXONE;58.3;167;50;192;51.8;240;53.4;199;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CYXO.ST;10.6266
TCC.ST;TC CONNECT;81.2;158;68.4;141;68.4;141;72.7;146;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;10.6142
BIOG-B.ST;BIOGAIA B;55;130;57.1;168;61.8;252;58;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOG-B.ST;10.614
KABE-B.ST;KABE HUSVAGNAR B;52.6;103;65.8;152;58.8;284;59.1;179;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KABE-B.ST;10.5789
KIND-SDB.ST;KINDRED GROUP SDR;57.1;126;59;145;63;260;59.7;177;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KIND-SDB.ST;10.5669
KNOW.ST;KNOW IT;68.4;139;62.8;142;50.7;241;60.6;174;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KNOW.ST;10.5444
MERT-A.NGM;MERTIVA;41.7;115;40;161;50;446;43.9;240;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM;10.536
ACAN-B.ST;ACANDO;58.8;113;64.9;139;61.9;258;61.9;170;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACAN-B.ST;10.523
ARCM.ST;ARCAM;63.6;105;59.3;107;61.5;301;61.5;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCM.ST;10.5165
KINV-A.ST;KINNEVIK A;66.7;116;65.7;152;67.2;206;66.5;158;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-A.ST;10.507
GHUS-B.ST;GOTENEHUS GROUP B;55.6;142;58.3;181;58.1;226;57.3;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHUS-B.ST;10.4859
SVOL-B.ST;SVOLDER B;70;102;66.7;131;63.2;240;66.6;157;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-B.ST;10.4562
ARP.ST;ARCTIC PAPER;70;132;61.8;146;62.1;207;64.6;161;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARP.ST;10.4006
DIST.ST;DISTIT;64.3;119;61.5;130;56.5;266;60.8;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIST.ST;10.3968
COOR.ST;COOR SERVICE MANAGEMENT;61.1;126;63.2;150;58.8;236;61;170;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COOR.ST;10.37
NUE.ST;NUEVOLUTION;57.1;151;46.2;141;52.6;305;52;199;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;10.348
HIQ.ST;HIQ INTERNATIONAL;60.9;113;65.9;140;64.6;233;63.8;162;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIQ.ST;10.3356
MACK-B.ST;MACKMYRA SVENSK WHISKEY B;63.2;132;57.6;229;44.9;202;55.2;187;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MACK-B.ST;10.3224
INVE-B.ST;INVESTOR B;70.6;115;72.7;138;66.7;188;70;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-B.ST;10.29
FEEL.ST;FEELGOOD SVENSKA;37.5;95;47.2;120;50;470;44.9;228;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FEEL.ST;10.2372
ELUX-A.ST;ELECTROLUX A;71.4;108;75;132;73.4;178;73.3;139;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELUX-A.ST;10.1887
WIHL.ST;WIHLBORGS FASTIGHETER;75;103;75;133;71;179;73.7;138;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WIHL.ST;10.1706
PALS-B.ST;PALLAS GROUP;62.5;142;65.2;166;65.2;166;64.3;158;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;10.1594
MTG-B.ST;MODERN TIMES GROUP MTG B;65;127;64.3;137;65.9;204;65.1;156;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-B.ST;10.1556
ADDERA.ST;ADDERACARE;72.2;117;74.2;155;71.9;147;72.8;139;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDERA.ST;10.1192
PACT.ST;PROACT IT GROUP;60.9;136;55.8;157;56.2;232;57.6;175;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PACT.ST;10.08
NDX.ST;NORDAX GROUP;50;128;65.7;140;65.7;230;60.5;166;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDX.ST;10.043
43825.ST;I.A.R SYSTEMS GROUP;66.7;123;68;132;64.9;199;66.5;151;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43825.ST;10.0415
FING-B.ST;FINGERPRINT CARDS B;54.5;114;51.4;126;56.5;316;54.1;185;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FING-B.ST;10.0085
ORES.ST;INVESTMENT OERESUND;72.2;115;66.7;125;62.5;208;67.1;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORES.ST;9.9979
ADVE.ST;ADVENICA;55;125;56.4;154;58.6;248;56.7;175;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADVE.ST;9.9225
JAYS.ST;JAYS;45.5;159;40;251;40;301;41.8;237;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JAYS.ST;9.9066
NMAN.ST;NEDERMAN HOLDING;61.1;127;66.7;141;62.3;200;63.4;156;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NMAN.ST;9.8904
ALELIO.ST;ALELION ENERGY SYSTEMS;83.3;160;58.8;162;56.5;127;66.2;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALELIO.ST;9.8638
MTG-A.ST;MTG A;72.2;134;72.2;154;52.6;163;65.7;150;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;9.855
ALIG.ST;ALIMAK GROUP;63.2;105;65.6;129;64.1;225;64.3;153;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIG.ST;9.8379
GENO.ST;GENOVIS B;73.3;156;55.2;172;44.8;184;57.8;170;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GENO.ST;9.826
CTM.ST;CATENA MEDIA;50;147;47.2;173;51.5;274;49.6;198;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CTM.ST;9.8208
FABG.ST;FABEGE AB;78.9;124;54.1;134;58.4;202;63.8;153;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FABG.ST;9.7614
MVIR-B.ST;MEDIVIR B;64.3;96;72.4;136;60.9;214;65.9;148;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MVIR-B.ST;9.7532
ALON-B.NGM;ARCHELON;75;117;72.7;129;62.7;173;70.1;139;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALON-B.NGM;9.7439
NETI-B.ST;NET INSIGHT B;63.2;142;58.5;157;53.2;204;58.3;167;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST;9.7361
LUMI.ST;LUNDIN MINING;52.4;164;54.8;189;54.8;189;54;180;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUMI.ST;9.72
CLEMO.ST;CLEAN MOTION;61.5;140;54.8;186;53.2;191;56.5;172;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEMO.ST;9.718
MIPS.ST;MIPS;70.6;126;68;149;68;149;68.9;141;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;9.7149
VOLV-A.ST;VOLVO A;66.7;106;64.7;126;66.7;211;66;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-A.ST;9.702
LUND-B.ST;LUNDBERGFORETAGEN B;68.4;102;72.7;125;69.8;187;70.3;138;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUND-B.ST;9.7014
NET-B.ST;NETENT;52.6;133;48.6;153;57.5;264;52.9;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;9.6807
HOFI.ST;HOIST FINANCE;86.7;139;58.6;143;53.7;156;66.3;146;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOFI.ST;9.6798
NDA-SEK.ST;NORDEA BANK;73.3;109;65.7;111;68.9;198;69.3;139;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDA-SEK.ST;9.6327
JM.ST;JM;63.2;103;69.7;126;70.1;199;67.7;142;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JM.ST;9.6134
AUR.ST;AURIANT MINING;50;90;43.5;47;55.6;443;49.7;193;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AUR.ST;9.5921
OP.ST;OSCAR PROPERTIES;64.7;144;56.8;117;55;230;58.8;163;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;9.5844
XVIVO.ST;XVIVO PERFUS;72.2;115;61.8;134;53.8;211;62.6;153;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XVIVO.ST;9.5778
LIAB.ST;LINDAB INTERNATIONAL;73.7;117;60;138;61.6;187;65.1;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIAB.ST;9.5697
BEIJ-B.ST;BEIJER REF AB;60;126;68.8;146;64.7;172;64.5;148;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEIJ-B.ST;9.546
BETS-B.ST;BETSSON B;63.2;117;65.9;142;63.9;187;64.3;148;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BETS-B.ST;9.5164
IVISYS.ST;IVISYS;55;165;56.4;215;55.4;133;55.6;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVISYS.ST;9.5076
AINO.ST;AINO HEALTH;53.3;187;47.1;201;45.7;198;48.7;195;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AINO.ST;9.4965
SUSW.ST;SURGICAL SCIENCE SWEDEN;77.8;113;75;131;75;131;75.9;125;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SUSW.ST;9.4875
KLOV-B.ST;KLOVERN B;61.9;97;74.2;134;69.8;184;68.6;138;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-B.ST;9.4668
ARISE.ST;ARISE AB;52.6;131;56.8;159;53.5;233;54.3;174;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARISE.ST;9.4482
STE-A.ST;STORA ENSO A;65.2;126;61.2;139;62.1;187;62.8;150;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-A.ST;9.42
GUNN.ST;GUNNEBO;70.6;135;62.2;148;56.2;166;63;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUNN.ST;9.387
CAT-A.ST;CATELLA A;75;129;57.6;142;60;164;64.2;145;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAT-A.ST;9.309
PROF-B.ST;PROFILGRUPPEN B;52.6;121;53.7;124;54.1;276;53.5;173;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROF-B.ST;9.2555
SBB-B.ST;SAMHALLSBYGGNADSBOLAGET I NORDEN;50;111;57.1;149;51.3;267;52.8;175;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SBB-B.ST;9.24
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;87.5;116;65.8;114;55;170;69.4;133;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;9.2302
SOBI.ST;SWEDISH ORPHAN BIOVITRUM;86.7;119;64.9;119;59.5;155;70.4;131;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOBI.ST;9.2224
TRAC-B.ST;TRACTION B;57.9;106;55.3;144;59.4;231;57.5;160;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRAC-B.ST;9.2
ENZY.ST;ENZYMATICA;50;139;56.8;153;54.1;223;53.6;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENZY.ST;9.1656
CLX.ST;CLX COMMUNICATIONS;50;142;50;159;48.4;254;49.5;185;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLX.ST;9.1575
BORG.ST;BJORN BORG;56.2;138;56.2;138;53;224;55.1;166;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BORG.ST;9.1466
SHB-B.ST;HANDELSBANKEN B;65.2;117;69.2;123;68.8;165;67.7;135;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-B.ST;9.1395
XESC.ST;DBX ES50 DR 1C ETF;100;112;71.4;110;75;112;82.1;111;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;9.1131
NCC-A.ST;NCC A;71.4;108;69.8;140;61.2;159;67.5;135;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-A.ST;9.1125
INDU-C.ST;INDUSTRIVARDEN C;75;114;64.7;127;61.1;169;66.9;136;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-C.ST;9.0984
TEL2-A.ST;TELE2 A;63.2;106;65.7;114;69.9;192;66.3;137;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-A.ST;9.0831
NIBE-B.ST;NIBE INDUSTRIER B;62.5;112;61.8;146;57.6;189;60.6;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;9.0294
VOLV-B.ST;VOLVO B;62.5;116;62.5;126;58.5;199;61.2;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-B.ST;8.9964
MATRA.ST;MATRA PETROLEUM;46.7;130;56.5;189;56.5;189;53.2;169;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MATRA.ST;8.9908
DOM.ST;DOMETIC GROUP;58.3;112;66.7;138;64.9;178;63.3;142;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOM.ST;8.9886
DRIL.ST;DRILLCON;52.6;133;51.7;165;52.5;216;52.3;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DRIL.ST;8.9433
TOBIN.ST;TOBIN PROPERTIES;57.1;151;56.2;168;55.3;158;56.2;159;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN.ST;8.9358
SVIK.ST;STUDSVIK;60;107;48.6;110;46.7;301;51.8;172;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVIK.ST;8.9096
EWRK.ST;EWORK GROUP;60.9;111;59.6;135;58.2;202;59.6;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EWRK.ST;8.8804
CLBIO.ST;CORLINE BIOMED;52.9;106;48.6;121;51.4;295;51;174;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLBIO.ST;8.874
NOBINA.ST;NOBINA;50;124;51.4;150;54.4;237;51.9;170;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBINA.ST;8.823
ALLG-B.ST;ALLGON B;70;110;59.1;119;51;213;60;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALLG-B.ST;8.82
STE-R.ST;STORA ENSO R;63.2;131;55.8;132;58.2;186;59.1;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-R.ST;8.8059
OBDU-B.NGM;OBDUCAT B;66.7;112;56.2;128;53.1;211;58.7;150;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-B.NGM;8.805
GETI-B.ST;GETINGE B;78.6;125;58.8;138;55.1;149;64.2;137;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GETI-B.ST;8.7954
SECU-B.ST;SECURITAS B;76.5;114;67.7;128;63.1;141;69.1;127;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECU-B.ST;8.7757
UTG.ST;UNLIMITED TRAVEL GROUP;53.3;125;51.7;146;52.4;230;52.5;167;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UTG.ST;8.7675
ALCA.ST;ALCADON GROUP;85.7;112;59.3;127;58.5;148;67.8;129;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALCA.ST;8.7462
OPUS.ST;OPUS GROUP;66.7;109;48.3;108;50;261;55;159;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;8.745
