NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;PRICE_CHANGE_PERCENT_AVERAGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
COIC.ST;CONCENTRIC;142.6;45.8;110;56.5;131;56.5;181;52.9;140;46;60;1,51;0,53;6,69;2,34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COIC.ST;11;82656;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82656&marketid=11
NP3.ST;NP3 FASTIGHETER;59.4;50.0;116;62.5;126;54.8;159;55.8;133;31;60;1,83;0,61;0;2,41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NP3.ST;11;104592;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104592&marketid=11
CAST.ST;CASTELLUM;137.25;52.9;106;54.1;121;50.6;125;52.5;117;40;60;0,97;0,55;8,38;1,78;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAST.ST;11;966;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=966&marketid=11
JLT.ST;JLT MOBILE;4.03;58.3;111;63.9;176;61.8;402;61.3;229;38;59,5;4,04;1,21;80,21;5,02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JLT.ST;11;21189;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=21189&marketid=11
FABG.ST;FABEGE AB;178.8;80.0;125;55.3;136;57.9;194;64.4;151;38;59,5;1,92;0,37;0;2,18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FABG.ST;11;861;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=861&marketid=11
ELAN-B.ST;ELANDERS B;82.0;56.2;102;59.0;121;55.3;206;56.8;143;38;59,5;2,21;0,89;41,38;3,2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELAN-B.ST;11;897;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=897&marketid=11
SCA-A.ST;SVENSKA CELLULOSA A;87.9;50.0;136;45.2;145;55.3;181;50.2;154;38;59,5;1,84;0,51;13,07;2,44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-A.ST;11;322;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=322&marketid=11
HOGK-PREF-A.ST;AKTIEBOLAGET HOGKULLEN PRF;34.4;100.0;99;41.7;98;43.8;98;61.8;98;7;57,1;0,15;0;0;0,78;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOGK-PREF-A.ST;11;110779;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110779&marketid=11
ASSA-B.ST;ASSA ABLOY B;181.25;45.8;99;44.7;107;53.9;124;48.1;110;38;59,5;1;0,78;5,16;1,96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ASSA-B.ST;11;402;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=402&marketid=11
NCC-B.ST;NCC B;162.0;50.0;103;50.0;118;53.5;147;51.2;122;43;59,5;0,91;0,27;54,26;2,13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-B.ST;11;838;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=838&marketid=11
HOLM-A.ST;HOLMEN A;450.0;57.7;126;52.4;127;51.2;146;53.8;133;43;59,5;1,59;0,57;16,48;2,22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-A.ST;11;221;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=221&marketid=11
DURC-B.ST;DUROC B;23.8;63.2;155;63.4;244;64.6;316;63.7;238;30;59,4;3,33;1,58;51,68;5,54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DURC-B.ST;11;4005;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4005&marketid=11
BRIG.ST;BRIGHTER AB;8.49;57.9;139;62.9;408;63.1;1214;61.3;587;32;59,4;9,11;4,61;38,86;8,56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIG.ST;11;86375;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=86375&marketid=11
SWMA.ST;SWEDISH MATCH;365.8;71.4;126;59.4;127;60.6;147;63.8;133;33;59,4;1,75;0,39;0;2,05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWMA.ST;11;361;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=361&marketid=11
HEIM-PREF.ST;HEIMSDATEN PRF;331.0;66.7;104;58.3;105;57.6;127;60.9;112;33;59,4;0,94;0,37;3,54;1,28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEIM-PREF.ST;11;110093;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110093&marketid=11
NOTE.ST;NOTE;26.55;61.1;127;59.4;195;56.1;268;58.9;196;33;59,4;3,52;1,68;8,91;3,73;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;11;25319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=25319&marketid=11
SHOT.ST;SCANDIC HOTELS GROUP;85.0;55.0;116;53.1;125;48.5;165;52.2;135;33;59,4;1,84;0,89;32,41;3,25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHOT.ST;11;115964;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115964&marketid=11
SKF-B.ST;SKF B;174.05;76.9;113;54.5;132;57.7;160;63.0;135;38;59;1,76;0,89;14,07;2,58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-B.ST;11;285;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=285&marketid=11
XVIVO.ST;XVIVO PERFUS;88.6;77.8;113;64.7;127;55.0;213;65.8;151;40;59;2,05;0,26;16,84;3,05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XVIVO.ST;11;90126;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90126&marketid=11
NGQ.ST;NGEX RESOURCES;7.9;47.4;114;53.8;137;53.2;193;51.5;148;39;59;2,87;0,87;23,42;4,44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGQ.ST;11;101618;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101618&marketid=11
ICTA-B.ST;INTELLECTA B;;;;;;;;;;;;;;;;;N/A;N/A;N/A
IJ.ST;INTRUM JUSTITIA;;;;;;;;;;;;;;;;;N/A;N/A;N/A
CAT-B.ST;CATELLA B;22.6;47.8;99;53.5;121;53.2;146;51.5;122;39;59;1,23;0,8;19,36;2,58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAT-B.ST;11;62559;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=62559&marketid=11
TRAC-B.ST;TRACTION B;167.5;63.2;112;55.3;149;60.0;240;59.5;167;34;58,8;2,57;0,48;34,43;3,09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRAC-B.ST;11;4963;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4963&marketid=11
COGS.ST;COGNOSEC;0.343;75.0;168;62.5;285;58.3;494;65.3;315;18;58,8;9,8;5,34;16,51;10,02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COGS.ST;11;126905;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=126905&marketid=11
KLAR.ST;KLARIA PHARMA;10.0;61.1;133;64.1;147;58.0;249;61.1;176;34;58,8;3,49;0,85;25;5,29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLAR.ST;11;114250;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114250&marketid=11
LUPE.ST;LUNDIN PETROLEUM;202.4;62.5;125;56.4;117;57.1;177;58.7;139;35;58,8;2,05;0,59;3,19;3,09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUPE.ST;11;22335;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=22335&marketid=11
TANGI.ST;TANGIAMO TOUCH TECHNOLOGY;2.87;75.0;154;65.4;201;65.4;201;68.6;185;13;58,3;4,3;0,63;54,21;6,18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TANGI.ST;11;135872;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135872&marketid=11
SENS.ST;SENSYS GATSO;1.22;63.6;242;59.5;356;64.4;513;62.5;370;36;58,3;4,34;0,13;130,78;6,25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SENS.ST;11;12241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=12241&marketid=11
WALL-B.ST;WALLENSTAM B;75.6;53.3;102;59.5;115;61.6;138;58.1;118;36;58,3;1,11;0,49;23,33;1,96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WALL-B.ST;11;945;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=945&marketid=11
GHUS-B.ST;GOTENEHUS GROUP B;4.58;55.6;147;60.0;182;56.2;222;57.3;183;36;58,3;2,02;0,8;36,85;3,53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHUS-B.ST;11;37306;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37306&marketid=11
INSTAL.ST;INSTALCO INTRESSENTER;52.8;66.7;127;57.1;126;57.1;126;60.3;126;10;40;0,79;-0,63;35,71;3,07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INSTAL.ST;11;137177;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137177&marketid=11
IRLAB-A.ST;IRLAB THERAPEUTICS;127.5;64.3;112;53.8;274;53.8;274;57.3;220;13;58,3;9,22;2,33;15,07;7,55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IRLAB-A.ST;11;132776;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=132776&marketid=11
DIAH.ST;DIADROM HOLDING;16.8;47.1;100;48.0;114;48.0;114;47.7;109;12;58,3;1,29;0,54;13,45;3,66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIAH.ST;11;40563;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40563&marketid=11
SECT-B.ST;SECTRA B;179.2;36.4;108;40.0;127;44.6;192;40.3;142;37;58,3;2,42;1,1;6,22;3,25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECT-B.ST;11;3083;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3083&marketid=11
GWS.ST;GWS PRODUCTION;3.0;66.7;84;69.7;201;73.8;569;70.1;284;32;58,1;4,66;0,58;424,74;7,99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GWS.ST;11;103191;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103191&marketid=11
IPCO.ST;INTERNATIONAL PETROLEUM CORPORATION;36.75;61.5;112;68.4;178;68.4;178;66.1;156;9;77,8;8,37;2,85;3,73;7,01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IPCO.ST;11;136295;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136295&marketid=11
MVIR-B.ST;MEDIVIR B;38.25;69.2;99;72.4;136;60.3;203;67.3;146;31;58,1;2,36;0,93;156,77;4,97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MVIR-B.ST;11;1020;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1020&marketid=11
BONAV-A.ST;BONAVA A;126.0;76.5;114;62.5;122;58.7;149;65.9;128;31;58,1;1,43;0,73;33,3;2,3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONAV-A.ST;11;122974;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122974&marketid=11
SKF-A.ST;SKF A;172.8;66.7;109;61.0;138;56.3;170;61.3;139;43;58,1;1,62;0,34;15,48;2,27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-A.ST;11;284;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=284&marketid=11
SEZI.ST;SENZIME;8.0;52.6;111;51.4;115;55.4;257;53.1;161;32;58,1;3,92;1,17;15,18;6,92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEZI.ST;11;56147;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56147&marketid=11
RISEN.NGM;RIPASSO ENERGY;8.0;72.2;521;70.3;420;67.5;376;70.0;439;20;57,9;11,95;0,44;9,62;11,08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RISEN.NGM;N/A;N/A;N/A
AF-B.ST;AF B;190.6;70.8;111;56.8;109;57.7;151;61.8;123;39;57,9;1,62;0,28;2,06;2,19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AF-B.ST;N/A;N/A;N/A
IVACC.ST;INTERVACC;3.04;69.2;113;63.2;128;63.2;128;65.2;123;9;44,4;2,38;-1,18;188,96;6,71;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVACC.ST;11;135675;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135675&marketid=11
CLA-B.ST;CLOETTA B;31.98;75.0;124;57.5;104;53.8;156;62.1;128;39;57,9;1,58;0,59;18,77;2,54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLA-B.ST;11;63225;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=63225&marketid=11
DDM.ST;DDM HOLDING;51.0;52.6;110;51.4;139;51.3;152;51.8;133;19;57,9;2,08;1,52;26,09;2,97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DDM.ST;11;102079;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=102079&marketid=11
NEPA.ST;NEPA;77.2;73.3;148;61.3;202;58.2;316;64.3;222;27;57,7;3,54;0,92;69,88;5,3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEPA.ST;11;121153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121153&marketid=11
ARP.ST;ARCTIC PAPER;9.06;68.4;137;60.6;150;61.2;209;63.4;165;33;57,6;1,89;0,65;35,1;3,14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARP.ST;11;91264;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=91264&marketid=11
MSON-B.ST;MIDSONA B;55.7;70.0;146;60.5;154;60.3;247;63.6;182;34;57,6;3,25;0,51;8,67;3,53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;11;3922;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3922&marketid=11
CRWN;CROWN ENERGY;3.3;80.0;120;65.6;235;58.0;288;67.9;214;34;57,6;3,86;0,87;55,68;5,88;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRWN;N/A;N/A;N/A
SALT-B.ST;SALTX TECHNOLOGY HOLDING;18.91;57.1;140;60.0;667;57.4;5069;58.2;1958;34;57,6;14,47;1,93;69,37;13,67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-B.ST;11;108329;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108329&marketid=11
HANZA.ST;HANZA HOLDING;13.15;80.0;122;54.5;110;52.2;171;62.2;134;33;57,6;2,11;0,45;5,02;3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANZA.ST;11;100972;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100972&marketid=11
AKEL-PREF.ST;AKELIUS RESIDENTIAL PREF PRF;333.0;64.7;102;41.0;99;43.3;109;49.7;103;33;57,6;0,42;0,15;3,68;0,9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AKEL-PREF.ST;11;101200;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101200&marketid=11
HUSQ-B.ST;HUSQVARNA B;85.4;50.0;107;50.0;118;51.2;165;50.4;130;41;57,5;1,39;0,41;4,18;2,17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-B.ST;11;34915;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34915&marketid=11
TMG.ST;THE MARKETING GROUP;0.286;66.7;156;68.4;623;70.7;2095;68.6;958;29;57,1;6;1,37;1888,64;13,99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TMG.ST;11;122959;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122959&marketid=11
KONT.ST;KONTIGO CARE;3.41;66.7;119;70.4;178;65.9;226;67.7;174;22;57,1;3,26;1,57;33,05;5,51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KONT.ST;11;110540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110540&marketid=11
XACTHDIV.ST;XACTHDIV ETF;112.24;70.0;105;60.0;105;60.0;105;63.3;105;15;57,1;0,65;0,27;0;1,09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACTHDIV.ST;N/A;N/A;N/A
UNIBAP.ST;UNIBAP;55.1;50.0;128;56.7;268;56.7;268;54.5;221;15;57,1;9,26;0,96;17,94;8,64;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UNIBAP.ST;11;135385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135385&marketid=11
CLEM.ST;CLEMENDO GROUP;1.405;71.4;99;53.3;96;53.3;182;59.3;125;22;57,1;2,7;1,03;33,65;4,79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEM.ST;11;98835;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98835&marketid=11
GRNG.ST;GRANGES;90.15;52.6;101;58.1;123;52.1;139;54.3;121;35;57,1;1,5;0,59;8,29;2,62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GRNG.ST;11;103110;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103110&marketid=11
BRE2.ST;BREDBAND2 I SKANDINAVIEN;1.43;47.1;117;40.7;114;43.9;151;43.9;127;28;57,1;2,26;0,81;0;3,35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRE2.ST;11;34627;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34627&marketid=11
SAPIAB.ST;SALTANGEN;124.2;52.9;110;41.5;108;42.3;116;45.6;111;35;57,1;0,67;0,11;8,12;1,12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAPIAB.ST;11;105300;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105300&marketid=11
SHB-A.ST;SVENSKA HANDELSBANKEN A;115.0;75.0;108;63.9;104;62.7;140;67.2;117;37;56,8;1,14;0,48;14,77;2,01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-A.ST;11;340;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=340&marketid=11
SEB-A.ST;SE BANKEN A;98.54;52.4;103;51.1;96;59.7;139;54.4;112;38;56,8;1,46;0,27;8,38;1,95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-A.ST;N/A;N/A;N/A
TLSN.ST;TELIA COMPANY;39.67;71.4;112;71.9;130;57.9;123;67.1;121;38;56,8;0,79;0,13;4,28;1,84;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TLSN.ST;N/A;N/A;N/A
BELE.ST;BEIJER ELECTRONICS GROUP;28.2;81.2;126;61.8;157;64.5;191;69.2;158;31;56,7;1,67;0,62;51,62;3,2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BELE.ST;11;5081;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5081&marketid=11
XBRANE.ST;XBRANE BIOPHARMA;61.6;60.0;172;52.6;306;59.7;437;57.4;305;31;56,7;5,37;0,74;64,88;6,31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XBRANE.ST;11;118813;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=118813&marketid=11
CORE-PREF.ST;COREM PROPERTY GROUP PRF;313.95;52.9;106;51.7;116;52.5;121;52.4;114;30;56,7;0,62;0,25;2,95;1,31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CORE-PREF.ST;11;74282;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=74282&marketid=11
AVEN.ST;AVENSIA;8.18;45.5;124;51.9;123;50.8;199;49.4;148;30;56,7;2,7;0,79;35,64;3,64;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVEN.ST;11;5101;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5101&marketid=11
SWEC-A.ST;SWECO A;183.0;35.3;90;33.3;84;50.6;186;39.7;120;39;56,4;1,78;0,68;46,98;3,18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-A.ST;11;1061;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1061&marketid=11
AZN.ST;ASTRAZENECA;562.6;69.2;108;64.5;148;65.2;236;66.3;164;32;56,2;2,62;1,61;9,97;3,04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AZN.ST;11;3524;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3524&marketid=11
DUST.ST;DUSTIN GROUP;75.6;72.2;116;68.4;137;52.4;115;64.3;122;42;56,1;0,82;0,37;4,76;2,08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DUST.ST;11;106202;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106202&marketid=11
SKA-B.ST;SKANSKA B;171.75;44.4;109;50.0;115;51.2;137;48.5;120;42;56,1;0,86;0,11;28,49;1,86;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKA-B.ST;11;283;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=283&marketid=11
SECARE.ST;SWEDENCARE;33.5;47.4;125;58.1;133;52.9;123;52.8;127;25;56;1,7;0,58;2,69;3,12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECARE.ST;11;123400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123400&marketid=11
ORTI-B.ST;ORTIVUS B;2.23;57.1;133;61.8;201;58.0;378;59.0;237;34;55,9;3,19;0,87;90,54;5,53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-B.ST;11;1032;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1032&marketid=11
NOBINA.ST;NOBINA;53.8;50.0;125;51.3;151;54.3;238;51.9;171;35;55,9;2,35;0,59;6,49;2,95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBINA.ST;11;110535;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110535&marketid=11
HUM.ST;HUMANA;51.3;55.0;110;62.5;133;54.3;130;57.3;124;35;55,9;0,65;0,43;56,87;2,71;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUM.ST;11;120363;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120363&marketid=11
FEEL.ST;FEELGOOD SVENSKA;3.6;35.3;94;45.9;120;49.3;470;43.5;228;34;55,9;5,65;0,2;27,29;5,82;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FEEL.ST;11;5053;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5053&marketid=11
ENRO.ST;ENIRO;0.0578;66.7;304;62.2;419;62.5;592;63.8;438;35;55,6;5,86;0,68;528,1;9,54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO.ST;11;11046;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=11046&marketid=11
LIFE B;LIFEASSAYS B;;;;;;;;;;;;;;;;;N/A;N/A;N/A
DUNI.ST;DUNI;115.0;53.3;114;48.5;120;58.9;146;53.6;126;36;55,6;1,4;0,56;14,6;2,68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DUNI.ST;11;49775;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=49775&marketid=11
GTGS.NGM;GOLD TOWN GAMES;6.0;45.5;306;54.8;385;57.1;871;52.5;520;28;55,6;9,85;0,7;55,7;12,54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTGS.NGM;N/A;N/A;N/A
BILL.ST;BILLERUD KORSNAS;124.5;26.7;88;40.5;91;57.1;119;41.4;99;38;55,3;0,86;0,39;23,03;2,21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILL.ST;11;14922;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=14922&marketid=11
CAPIO.ST;CAPIO;42.4;44.4;95;52.5;100;51.2;109;49.4;101;41;55;0,55;0,21;21,83;2,15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPIO.ST;11;110740;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110740&marketid=11
MAV.ST;MAVSHACK AB;0.236;83.3;174;73.5;1452;70.3;4932;75.7;2186;32;54,8;19,76;0,4;54,64;15,52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAV.ST;11;58547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58547&marketid=11
PALS-B.ST;PALLAS GROUP;0.516;60.0;114;68.0;160;68.0;160;65.3;144;12;54,5;4,77;3,52;27,22;7,54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;11;76786;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76786&marketid=11
SSM.ST;SSM HOLDING;17.22;72.2;183;62.5;180;62.5;180;65.7;181;12;54,5;1,66;0,1;194,28;7,15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSM.ST;11;135659;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135659&marketid=11
SNM.ST;SHAMARAN PETROLEUM;0.461;68.4;147;71.4;202;59.7;376;66.5;241;33;54,5;3,37;0,47;90,01;5,94;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SNM.ST;11;82824;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82824&marketid=11
