NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;PRICE_CHANGE_PERCENT_AVERAGE;PRICE_CHANGE_PERCENT_MEDIAN;BUY_AVERAGE_FAILED_PER_CHANGE;BUY_MEDIAN_FAILED_PER_CHANGE;BUY_AVERAGE_SUCCESS_PER_CHANGE;BUY_MEDIAN_SUCCESS_PER_CHANGE;BUYANDFAIL_MEDIAN_KEYVALUE;BUYANDFAIL_AVERAGE_KEYVALUE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
COMPI.NGM;COMPUTER INNOVATION I VAXJO;0.12;44.4;95;47.2;62;53.3;189;48.3;115;30;37.9;9.76;4.63;-4.41;-4.02;16.89;2.89;-2.2;2.86;13.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COMPI.NGM;13;3A30;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3A30&marketid=13
CONS-B.ST;CONSILIUM B;54.4;81.2;141;59.4;142;62.9;243;67.8;175;31;60.0;4.07;2.18;-1.61;-1.51;4.89;2.32;-0.01;1.49;1.88;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CONS-B.ST;11;803;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=803&marketid=11
COOR.ST;COOR SERVICE MANAGEMENT;66.4;61.1;122;68.4;158;60.3;234;63.3;171;39;65.8;2.89;1.59;-1.4;-1.08;4.77;3.53;1.15;1.86;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COOR.ST;11;110382;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110382&marketid=11
COPP-B.ST;COPPERSTONE RESOURCE;1.258;60.0;151;62.9;491;66.7;2181;63.2;941;31;63.3;11.33;5.62;-3.56;-3.44;20.89;15.53;7.77;11.12;1.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COPP-B.ST;11;38904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=38904&marketid=11
CORE.ST;COREM PROPERTY GROUP;;;;;;;;;;;;;;;;;;;;;;;;
CORE-PREF.ST;COREM PROPERTY GROUP PRF;310.1;55.6;107;53.6;115;53.2;122;54.1;114;31;56.7;1.3;0.8;-0.86;-0.53;1.85;1.79;-0.01;-0.12;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CORE-PREF.ST;11;74282;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=74282&marketid=11
CRAD-B.ST;C-RAD B;30.4;64.3;132;73.3;353;64.1;523;67.2;336;32;64.5;6.17;2.7;-1.83;-1.38;11.36;8.46;4.17;5.88;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRAD-B.ST;11;74313;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=74313&marketid=11
CRED-A.ST;CREADES A;312.5;65.0;122;71.1;171;69.0;250;68.4;181;29;82.1;3.07;2.08;-1.07;-0.9;4.07;2.85;1.38;2.35;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRED-A.ST;11;86903;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=86903&marketid=11
CRWN;CROWN ENERGY;3.09;78.6;130;62.5;235;56.5;288;65.9;217;34;55.9;5.88;3.67;-3.88;-3.25;9.27;5.94;1.09;2.67;1.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRWN;13;1DHN;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1DHN&marketid=13
CTM.ST;CATENA MEDIA;121.1;47.1;151;45.9;173;50.0;269;47.7;197;34;60.6;3.92;2.76;-2.55;-2.12;6.67;5.8;1.88;2.24;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CTM.ST;11;119018;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119018&marketid=11
CTT.ST;CTT SYSTEMS;146.0;66.7;133;66.7;158;65.6;465;66.3;252;32;71.0;4.41;2.38;-0.84;-0.56;7.66;4.72;2.39;4.39;1.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CTT.ST;11;3081;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3081&marketid=11
CYXO.ST;CYXONE;10.0;58.3;146;50.0;189;51.7;236;53.3;190;29;39.3;5.09;2.88;-2.41;-2.22;12.55;6.58;0.44;2.67;1.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CYXO.ST;11;123240;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123240&marketid=11
DCAR-B.ST;D CARNEGIE & CO B;124.0;76.5;122;82.8;147;80.0;240;79.8;169;27;80.8;3.51;1.89;-1.37;-0.96;4.97;1.9;0.55;2.95;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DCAR-B.ST;11;100378;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100378&marketid=11
DDM.ST;DDM HOLDING;49.8;50.0;115;52.8;151;52.5;165;51.8;143;20;57.9;3.12;1.96;-2.27;-1.86;5.54;4.32;0.92;1.45;1.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DDM.ST;11;102079;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=102079&marketid=11
DEDI.ST;DEDICARE AB;73.7;66.7;159;63.9;185;60.3;664;63.6;336;39;71.1;5.47;1.88;-1.74;-0.72;8.16;2.35;0.66;4.5;1.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DEDI.ST;11;81878;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81878&marketid=11
DEFL-B.ST;DEFLAMO B;0.15;60.0;214;65.4;439;58.8;374;61.4;342;25;37.5;12.21;5.13;-7.0;-3.83;20.87;4.05;-1.67;2.65;12.64;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DEFL-B.ST;11;60687;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=60687&marketid=11
DELARK.ST;DELARKA HOLDING;111.0;29.2;88;32.6;81;35.5;80;32.4;83;38;29.7;0.89;0.64;-0.64;-0.64;1.31;0.99;-0.96;-0.86;1.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DELARK.ST;11;98836;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98836&marketid=11
DIAH.ST;DIADROM HOLDING;15.95;50.0;96;50.0;109;50.0;109;50.0;104;13;58.3;3.67;2.72;-2.39;-2.54;3.72;2.33;-0.5;0.37;1.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIAH.ST;11;40563;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40563&marketid=11
DIGN.ST;DIGNITANA;4.62;69.2;321;58.6;671;58.5;1021;62.1;671;32;53.1;9.08;4.27;-3.43;-3.34;16.77;7.74;1.74;6.5;3.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIGN.ST;11;66773;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=66773&marketid=11
DIOS.ST;DIOS FASTIGHETER;54.7;37.5;99;45.2;124;51.3;137;44.7;120;39;57.9;1.95;1.05;-0.76;-0.44;2.89;2.05;0.2;0.55;1.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIOS.ST;11;34271;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34271&marketid=11
DIST.ST;DISTIT;39.0;62.5;118;60.7;129;58.3;271;60.5;172;30;48.3;4.75;3.26;-2.21;-1.47;9.02;5.76;1.22;2.41;1.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIST.ST;11;81545;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81545&marketid=11
DIVI-B.NGM;DIVIDEND SWEDEN;0.36;61.1;164;60.7;284;69.6;1676;63.8;708;28;70.4;10.7;5.19;-4.05;-3.44;15.73;4.78;1.55;9.08;4.36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIVI-B.NGM;13;33RG;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33RG&marketid=13
DMYD-B.ST;DIAMYD MEDICAL B;3.565;50.0;114;44.4;95;43.1;160;45.8;123;29;42.9;5.98;3.4;-3.94;-3.0;10.68;4.21;-0.71;1.53;2.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DMYD-B.ST;11;94266;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94266&marketid=11
DOM.ST;DOMETIC GROUP;78.0;59.1;110;67.4;135;64.9;173;63.8;139;37;63.9;2.94;2.09;-2.21;-1.67;4.15;3.37;0.75;1.05;1.1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOM.ST;11;115619;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115619&marketid=11
DOME.ST;DOME ENERGY;0.498;50.0;107;52.6;154;57.1;387;53.2;216;35;52.9;8.07;4.14;-4.17;-2.6;10.96;9.09;2.78;3.03;5.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOME.ST;11;79783;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79783&marketid=11
DORO.ST;DORO;43.35;68.8;125;61.8;151;68.6;257;66.4;177;35;58.8;4.09;2.63;-2.91;-1.56;4.97;4.24;1.05;0.92;1.78;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DORO.ST;11;896;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=896&marketid=11
DOXA.ST;DOXA;1.21;68.8;165;66.7;263;58.3;349;64.6;259;30;51.7;7.21;4.84;-3.89;-4.56;9.29;5.94;0.07;2.12;3.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOXA.ST;11;100241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100241&marketid=11
DRIL.ST;DRILLCON;6.74;50.0;111;46.7;158;50.0;201;48.9;156;31;50.0;3.6;1.82;-1.79;-1.8;7.16;6.0;1.3;1.89;1.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DRIL.ST;11;35729;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35729&marketid=11
DUNI.ST;DUNI;112.0;56.2;113;50.0;119;58.3;140;54.8;124;36;57.1;2.66;1.36;-1.11;-0.87;3.21;1.96;-0.05;0.56;1.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DUNI.ST;11;49775;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=49775&marketid=11
DURC-B.ST;DUROC B;22.8;55.0;147;61.9;227;63.2;301;60.0;225;32;57.6;5.38;2.53;-2.44;-2.24;6.69;2.82;-0.13;2.02;1.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DURC-B.ST;11;4005;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4005&marketid=11
DUST.ST;DUSTIN GROUP;73.7;68.4;116;66.7;137;51.8;115;62.3;122;42;54.8;2.1;1.46;-1.58;-1.46;2.8;1.13;-0.84;0.02;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DUST.ST;11;106202;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106202&marketid=11
EAST.ST;EASTNINE;89.2;50.0;122;50.0;138;53.6;192;51.2;150;28;66.7;2.88;1.63;-0.88;-0.66;4.75;2.91;0.92;2.08;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EAST.ST;11;49615;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=49615&marketid=11
EDGE.ST;EDGEWARE;16.34;31.2;69;55.3;90;57.5;93;48.0;84;20;42.1;5.16;2.55;-4.01;-2.17;5.48;3.24;-0.69;-0.81;2.97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EDGE.ST;11;129609;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129609&marketid=11
EFFP.ST;EFFNETPLATTFORMEN;11.95;19.0;66;35.0;70;35.0;70;29.7;68;20;26.3;2.89;1.92;-2.96;-2.45;4.63;1.33;-2.26;-1.76;1.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EFFP.ST;11;131602;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=131602&marketid=11
EKTA-B.ST;ELEKTA B;84.24;81.2;135;73.5;167;70.6;241;75.1;181;34;72.7;3.15;2.08;-1.49;-1.35;4.0;3.05;1.05;1.7;1.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EKTA-B.ST;11;806;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=806&marketid=11
ELAN-B.ST;ELANDERS B;78.6;56.2;102;57.9;119;55.3;206;56.5;142;38;59.5;3.2;2.07;-1.76;-1.26;4.8;3.33;0.67;1.34;1.41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELAN-B.ST;11;897;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=897&marketid=11
ELEC.ST;ELECTRA GRUPPEN;67.2;33.3;100;33.3;93;36.5;98;34.4;97;36;37.8;2.08;1.24;-1.45;-0.95;3.71;1.91;-0.67;-0.3;1.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELEC.ST;11;66436;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=66436&marketid=11
ELN.ST;ELLEN;0.316;57.9;300;51.4;281;44.9;169;51.4;250;38;43.6;8.64;3.66;-5.72;-3.66;15.9;7.12;0.24;2.91;1.57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELN.ST;11;42472;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=42472&marketid=11
ELOS-B.ST;ELOS MEDTECH;67.0;40.0;83;42.5;79;48.5;99;43.7;87;34;42.4;2.94;1.72;-2.21;-1.11;3.72;2.91;-0.21;-0.5;1.49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELOS-B.ST;11;947;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=947&marketid=11
ELTEL.ST;ELTEL;25.82;68.4;115;73.0;191;63.4;208;68.3;171;35;61.8;5.22;2.76;-2.96;-1.03;6.1;3.42;0.92;1.84;2.28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELTEL.ST;11;106028;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106028&marketid=11
ELUX-A.ST;ELECTROLUX A;;;;;;;;;;;;;;;;;;;;;;;;
ELUX-B.ST;ELECTROLUX B;266.8;55.0;104;59.4;114;63.9;143;59.4;120;36;65.7;2.06;1.74;-1.31;-0.69;2.57;2.16;0.38;0.44;1.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELUX-B.ST;11;81;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81&marketid=11
ENDO.ST;ENDOMINES;8.4;68.4;129;62.9;245;62.3;526;64.5;300;34;44.1;7.45;3.99;-3.17;-3.31;16.73;7.25;0.55;4.81;2.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENDO.ST;11;41059;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41059&marketid=11
ENEA.ST;ENEA;75.8;60.0;105;63.6;120;62.5;173;62.0;132;28;66.7;3.63;2.45;-1.44;-0.99;3.58;2.57;0.58;1.11;1.28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENEA.ST;11;1149;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1149&marketid=11
ENERS.ST;ENERSIZE;5.13;75.0;139;72.2;149;72.2;149;73.1;145;9;50.0;5.6;3.9;-2.21;-1.38;6.4;7.86;2.44;1.3;1.65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENERS.ST;11;139583;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139583&marketid=11
ENG.ST;INTERNATIONELLA ENGELSKA SKOLAN I SV;67.6;58.8;118;48.4;132;51.4;138;52.9;129;17;52.9;2.67;1.46;-0.86;-0.65;4.1;3.01;0.49;0.96;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENG.ST;11;126934;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=126934&marketid=11
ENQ.ST;ENQUEST;3.79;75.0;208;65.9;212;66.7;635;69.2;351;39;63.2;6.83;3.78;-2.98;-2.25;9.62;4.42;1.17;4.18;1.5;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENQ.ST;11;75073;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75073&marketid=11
ENRO.ST;ENIRO;0.0598;70.0;321;62.2;419;62.3;563;64.8;434;34;52.9;9.67;4.21;-4.44;-2.97;14.72;6.54;1.26;4.9;6.28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO.ST;11;11046;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=11046&marketid=11
ENRO-PREF.ST;ENIRO PRF;139.0;66.7;117;59.4;252;60.9;326;62.3;231;32;54.8;8.51;3.74;-6.56;-1.85;15.2;6.14;1.73;4.56;1.93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO-PREF.ST;11;88768;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=88768&marketid=11
ENZY.ST;ENZYMATICA;3.86;43.8;129;52.9;146;54.2;243;50.3;172;36;48.6;5.73;2.36;-3.84;-2.24;12.44;4.56;0.26;3.27;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENZY.ST;11;82655;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82655&marketid=11
EOID.NGM;EYEONID GROUP;11.46;72.7;181;68.4;946;72.9;2225;71.3;1117;24;73.9;12.77;7.6;-3.36;-3.55;20.64;11.95;7.1;13.58;1.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOID.NGM;13;3EBY;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3EBY&marketid=13
EOLU-B.ST;EOLUS VIND B;31.7;57.9;114;48.8;122;54.9;153;53.9;129;35;65.7;2.44;1.26;-2.03;-1.45;3.26;1.27;-0.46;0.65;1.1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOLU-B.ST;11;66174;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=66174&marketid=11
EOS.ST;EOS RUSSIA;15.25;50.0;105;60.0;156;64.6;211;58.2;157;24;73.9;4.06;2.29;-2.3;-2.13;5.89;2.78;0.7;2.95;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOS.ST;11;41064;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41064&marketid=11
EPIS-B.ST;EPISURF MEDICALORD;6.52;50.0;128;59.4;171;64.5;480;58.0;259;31;60.0;6.53;3.13;-2.65;-1.75;8.93;2.85;0.21;3.5;2.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EPIS-B.ST;11;78419;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=78419&marketid=11
ERIC-A.ST;ERICSSON A;53.3;61.1;112;70.6;130;66.2;139;66.0;127;34;66.7;3.64;2.26;-3.21;-2.07;4.06;2.03;-0.14;0.84;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ERIC-A.ST;11;100;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100&marketid=11
ERIC-B.ST;ERICSSON B;53.94;81.2;130;81.2;182;63.5;213;75.3;175;37;63.9;3.44;2.07;-3.73;-2.17;4.27;2.58;0.07;0.58;1.43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ERIC-B.ST;11;101;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101&marketid=11
ESSITY-A.ST;ESSITY;220.0;41.7;99;42.3;99;42.3;99;42.1;99;13;41.7;1.5;1.02;-0.93;-0.53;2.67;1.27;-0.58;-0.23;1.1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ESSITY-A.ST;11;139300;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139300&marketid=11
ESSITY-B.ST;ESSITY;220.3;72.2;116;75.0;116;75.0;116;74.1;116;10;88.9;2.07;1.07;-0.57;-0.57;2.15;1.67;0.62;1.05;1.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ESSITY-B.ST;11;139301;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139301&marketid=11
ETX.ST;ETRION;1.588;73.3;130;50.0;112;55.0;185;59.4;142;30;48.3;3.97;2.74;-2.32;-2.15;5.97;4.53;0.28;0.88;1.42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ETX.ST;11;78547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=78547&marketid=11
EVO.ST;EVOLUTION GAMING GROUP;552.5;63.6;119;62.5;178;68.8;355;65.0;217;40;74.4;3.91;2.51;-2.57;-2.1;5.57;3.72;1.43;2.69;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EVO.ST;11;107867;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107867&marketid=11
EWRK.ST;EWORK GROUP;93.3;70.0;108;58.7;120;57.7;189;62.1;139;39;63.2;2.89;1.7;-1.51;-1.37;4.16;3.28;0.77;1.27;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EWRK.ST;11;72798;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=72798&marketid=11
EXPRS2.ST;EXPRES2ION BIOTECH HOLDING;10.15;63.6;261;57.5;288;55.2;285;58.8;278;29;50.0;7.76;4.86;-4.35;-3.97;13.59;8.84;1.63;3.82;1.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EXPRS2.ST;11;125185;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=125185&marketid=11
FABG.ST;FABEGE AB;174.9;77.8;113;56.8;138;57.9;194;64.2;148;38;59.5;2.18;1.13;-0.7;-0.4;3.82;1.74;0.07;1.19;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FABG.ST;11;861;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=861&marketid=11
FAG.ST;FAGERHULT;102.2;75.0;122;64.3;163;65.4;372;68.2;219;39;63.2;4.32;2.46;-1.88;-1.26;7.18;4.24;1.42;3.05;1.24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FAG.ST;11;903;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=903&marketid=11
FEEL.ST;FEELGOOD SVENSKA;3.635;36.8;97;43.2;122;49.3;485;43.1;234;35;57.1;5.71;2.56;-2.05;-1.85;12.02;1.89;-0.51;5.18;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FEEL.ST;11;5053;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5053&marketid=11
FIL.ST;FILO MINING;15.6;50.0;96;52.0;130;52.8;146;51.6;124;18;52.9;5.17;3.6;-1.83;-1.47;8.09;7.12;2.27;2.62;1.1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIL.ST;11;126319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=126319&marketid=11
FING-B.ST;FINGERPRINT CARDS B;7.952;60.0;144;54.3;165;58.1;339;57.5;216;31;50.0;8.35;4.93;-5.69;-2.34;8.42;6.2;1.13;0.56;11.57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FING-B.ST;11;4870;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4870&marketid=11
FIRE.ST;FIREFLY;41.0;41.2;94;41.4;102;43.3;115;42.0;103;33;42.4;2.36;1.38;-1.35;-1.07;4.51;2.99;-0.15;0.33;1.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIRE.ST;11;59997;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=59997&marketid=11
FMM-B.ST;FM MATTSSON MORA GROUP;82.2;57.1;103;50.0;107;50.0;107;52.4;105;12;63.6;2.05;1.53;-0.95;-1.14;2.71;1.92;0.01;0.58;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FMM-B.ST;11;136221;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136221&marketid=11
FNMA-PREF.ST;FNMA PREF PRF;1260.0;33.3;96;36.8;106;42.2;154;37.4;118;22;68.2;2.62;1.46;-1.97;-1.34;4.94;4.28;1.69;1.94;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FNMA-PREF.ST;11;98392;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98392&marketid=11
FOI-B.ST;FENIX OUTDOOR INTERNATIONAL;1054.0;66.7;140;67.5;173;58.1;322;64.1;211;43;61.9;2.98;1.44;-0.82;-0.64;5.66;5.18;2.16;2.39;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOI-B.ST;11;101639;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101639&marketid=11
FOOT-PREF.ST;FOOTWAY GROUP PRF;115.0;19.0;86;24.1;89;24.1;89;22.4;88;14;21.4;1.89;1.33;-1.05;-0.9;2.45;2.21;-1.03;-1.1;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOOT-PREF.ST;11;110741;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110741&marketid=11
FPAR.ST;FAST PARTNER;141.0;55.6;104;57.9;122;64.7;254;59.4;160;34;60.6;3.3;1.91;-1.34;-1.14;5.1;3.98;1.16;1.76;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR.ST;11;980;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=980&marketid=11
FPAR-PREF.ST;FASTPARTNER PRF;339.0;57.1;102;30.6;98;42.4;103;43.4;101;29;50.0;0.95;0.73;-0.61;-0.59;1.49;1.14;-0.53;-0.36;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR-PREF.ST;11;94771;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94771&marketid=11
