NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;PRICE_CHANGE_PERCENT_AVERAGE;PRICE_CHANGE_PERCENT_MEDIAN;BUY_AVERAGE_FAILED_PER_CHANGE;BUY_MEDIAN_FAILED_PER_CHANGE;BUY_AVERAGE_SUCCESS_PER_CHANGE;BUY_MEDIAN_SUCCESS_PER_CHANGE;BUYANDFAIL_MEDIAN_KEYVALUE;BUYANDFAIL_AVERAGE_KEYVALUE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
IVACC.ST;INTERVACC;2.95;76.9;119;65.0;132;65.0;132;69.0;127;10;44.4;6.52;2.26;-1.76;-1.8;6.69;5.0;0.42;1.19;2.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVACC.ST;11;135675;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135675&marketid=11
IVISYS.ST;IVISYS;5.82;45.8;147;52.4;197;51.5;120;49.9;154;33;33.3;7.17;4.26;-4.64;-4.26;13.27;9.78;-0.38;0.52;1.42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVISYS.ST;11;108037;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108037&marketid=11
IVSO.ST;INVISIO COMMUNICATIONS;63.8;64.7;112;61.3;202;58.2;247;61.4;187;33;51.5;3.88;2.51;-1.67;-1.45;6.06;3.42;0.26;1.51;1.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVSO.ST;11;34597;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34597&marketid=11
JAYS.ST;JAYS;1.65;45.0;130;40.5;233;40.2;279;41.9;214;41;32.5;5.56;2.61;-3.1;-2.55;14.13;4.69;-1.0;1.7;1.54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JAYS.ST;11;75344;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75344&marketid=11
JLT.ST;JLT MOBILE;4.04;54.5;94;63.9;176;61.8;402;60.1;224;38;59.5;5.02;2.6;-1.6;-1.5;7.71;4.82;1.46;3.14;1.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JLT.ST;11;21189;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=21189&marketid=11
JM.ST;JM;183.45;63.2;106;70.6;131;69.7;207;67.8;148;33;68.8;3.16;1.77;-1.12;-1.03;3.84;3.47;1.27;1.49;1.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JM.ST;11;13217;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13217&marketid=11
K2A-PREF.ST;K2A KNAUST & AND ANDERSSON FASTIGHET;287.0;21.7;93;19.5;91;33.3;104;24.8;96;35;47.2;1.17;0.7;-0.65;-0.54;1.85;0.81;-0.7;-0.27;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=K2A-PREF.ST;11;107160;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107160&marketid=11
KABE-B.ST;KABE HUSVAGNAR B;182.0;40.9;96;57.5;147;57.1;280;51.8;174;35;50.0;3.24;1.52;-1.05;-1.06;6.66;4.18;0.76;2.0;1.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KABE-B.ST;11;912;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=912&marketid=11
KAHL.ST;KAPPAHL;29.155;57.9;140;56.1;151;52.6;222;55.5;171;38;51.3;4.13;2.13;-2.06;-1.53;6.45;2.87;-0.07;1.51;1.85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAHL.ST;11;33359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33359&marketid=11
KAMBI.ST;KAMBI GROUP;112.4;71.4;147;66.7;210;64.1;295;67.4;217;39;65.8;4.34;2.85;-3.11;-2.07;5.25;4.21;1.26;1.59;1.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAMBI.ST;11;101199;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101199&marketid=11
KAN.ST;KANCERA;1.98;62.5;137;58.8;160;57.6;213;59.6;170;33;46.9;5.68;4.09;-3.89;-2.45;7.84;6.88;1.13;0.81;1.76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAN.ST;11;80745;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80745&marketid=11
KAPIAB.ST;KALLEBACK PROPERTY INVEST;136.5;43.8;97;50.0;105;48.5;107;47.4;103;33;53.1;1.26;0.73;-0.7;-0.42;1.83;1.32;-0.3;-0.16;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAPIAB.ST;11;100207;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100207&marketid=11
KARE.ST;KARESSA PHARMA;9.6;50.0;91;48.9;82;47.8;63;48.9;78;44;40.0;4.05;2.45;-3.37;-1.65;5.27;3.77;-0.28;-0.71;1.72;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARE.ST;11;106031;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106031&marketid=11
KARO.ST;KARO PHARMA;34.3;71.4;153;73.5;203;69.4;504;71.4;286;36;68.6;5.13;3.07;-2.48;-1.53;7.27;3.61;1.2;3.41;1.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARO.ST;11;3927;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3927&marketid=11
KDEV.ST;KAROLINSKA DEV;5.1;87.5;235;64.9;244;51.4;217;67.9;232;36;45.7;4.92;2.03;-1.91;-1.66;9.44;4.86;0.52;2.48;1.74;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KDEV.ST;11;81547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81547&marketid=11
KIND-SDB.ST;KINDRED GROUP SDR;119.2;61.1;120;60.0;146;63.9;258;61.7;174;36;68.6;3.39;1.74;-1.23;-0.83;4.33;3.13;1.09;1.78;1.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KIND-SDB.ST;11;36950;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36950&marketid=11
KINV-A.ST;KINNEVIK A;298.0;71.4;112;64.7;143;67.6;207;67.9;154;34;72.7;3.36;1.63;-0.99;-0.59;4.32;3.11;1.3;2.07;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-A.ST;11;998;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=998&marketid=11
KINV-B.ST;KINNEVIK B;290.3;41.2;106;54.3;128;58.2;185;51.2;139;33;63.6;2.48;1.54;-1.53;-1.22;4.09;2.09;0.09;1.24;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-B.ST;11;999;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=999&marketid=11
KLAR.ST;KLARIA PHARMA;10.9;64.7;129;66.7;147;59.4;249;63.6;175;34;61.8;5.29;3.33;-3.16;-2.59;8.15;3.41;0.32;3.03;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLAR.ST;11;114250;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114250&marketid=11
KLED.ST;KUNGSLEDEN;55.0;75.0;108;65.6;127;63.2;151;67.9;128;34;66.7;2.46;1.35;-1.34;-1.18;3.08;2.74;0.63;0.81;1.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLED.ST;11;3546;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3546&marketid=11
KLOV-A.ST;KLOVERN A;10.35;57.1;101;60.6;132;54.9;163;57.5;132;35;54.3;2.58;1.54;-1.13;-0.74;4.32;2.46;0.2;1.03;1.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-A.ST;11;19459;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19459&marketid=11
KLOV-B.ST;KLOVERN B;10.33;70.0;101;73.3;136;70.3;191;71.2;142;32;74.2;2.85;2.12;-1.1;-0.8;3.3;2.14;0.58;1.36;1.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-B.ST;11;104594;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104594&marketid=11
KLOV-PREF.ST;KLOVERN PREF CNV PRF;318.0;65.0;107;66.7;118;65.6;131;65.8;118;32;77.4;1.2;0.57;-0.73;-0.55;1.47;0.86;-0.26;0.17;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-PREF.ST;11;86345;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=86345&marketid=11
KNOW.ST;KNOW IT;163.6;70.0;126;61.4;140;51.3;240;60.9;168;39;60.5;2.87;1.46;-0.82;-1.0;5.29;2.36;0.23;2.08;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KNOW.ST;11;3219;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3219&marketid=11
KOBR MTFB;KOPPARBERGS B;179.2;80.0;163;60.5;180;61.8;333;67.4;225;38;48.6;3.65;1.52;-1.19;-0.82;6.42;3.91;0.68;1.71;1.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOBR MTFB;13;KKY;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=KKY&marketid=13
KONT.ST;KONTIGO CARE;3.18;66.7;119;70.4;178;65.9;226;67.7;174;22;57.1;5.51;3.77;-3.84;-3.07;8.18;5.44;0.99;2.22;1.33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KONT.ST;11;110540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110540&marketid=11
KOPY.ST;KOPY GOLDFIELDS;1.315;62.5;96;47.2;101;51.5;217;53.7;138;34;42.4;4.89;2.56;-2.77;-2.61;9.31;7.04;0.68;1.55;1.35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOPY.ST;11;77457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77457&marketid=11
LAGR-B.ST;LAGERCRANTZ GROUP B;79.7;61.9;129;67.6;174;62.3;228;63.9;177;38;63.2;3.3;2.27;-2.44;-2.14;4.37;2.65;0.09;1.06;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAGR-B.ST;11;14335;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=14335&marketid=11
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;49.7;85.7;112;63.9;112;55.1;166;68.2;130;39;52.6;2.98;1.73;-1.22;-0.9;4.78;2.62;0.15;1.14;1.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;11;1049;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1049&marketid=11
LATO-B.ST;LATOUR INVESTMENT B;91.8;63.6;109;56.4;131;56.9;155;59.0;131;36;62.9;2.37;1.55;-1.39;-1.14;3.4;1.99;0.03;0.82;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LATO-B.ST;11;914;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=914&marketid=11
LAUR.ST;LAURITZ.COM;1.075;66.7;206;62.5;377;62.0;480;63.7;354;25;41.7;7.59;3.7;-2.71;-2.22;9.78;2.95;-0.86;1.7;4.96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAUR.ST;11;123678;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123678&marketid=11
LEO.ST;LEOVEGAS;78.0;77.8;155;67.5;275;51.3;292;65.5;240;38;64.9;3.82;2.54;-2.02;-1.56;5.97;3.47;0.9;2.37;1.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEO.ST;11;120184;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120184&marketid=11
LEX.ST;LEXINGTON COMPANY;;;;;;;;;;;;;;;;;;;;;;;;
LIAB.ST;LINDAB INTERNATIONAL;64.3;77.8;118;61.0;140;61.1;187;66.6;148;36;60.0;2.85;1.83;-1.65;-0.93;4.03;2.35;0.24;0.96;1.41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIAB.ST;11;37400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37400&marketid=11
LIDDS.ST;LIDDS;14.4;64.7;222;62.1;338;50.8;300;59.2;286;31;48.4;5.97;3.27;-3.13;-2.11;11.45;4.28;0.18;3.13;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIDDS.ST;11;101904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101904&marketid=11
LIFCO-B.ST;LIFCO B;317.0;77.3;141;76.3;183;73.1;286;75.6;203;39;73.7;3.06;2.36;-1.03;-0.91;4.58;3.68;1.67;2.3;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFCO-B.ST;11;103930;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103930&marketid=11
LIFE B;LIFEASSAYS B;;;;;;;;;;;;;;;;;;;;;;;;
LLSW-B.ST;LIGHTLAB SWE B;0.414;50.0;137;52.8;164;47.2;118;50.0;139;36;34.3;4.36;3.26;-3.28;-3.32;4.45;4.31;-1.5;-1.43;2.87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LLSW-B.ST;11;63604;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=63604&marketid=11
LOOM-B.ST;LOOMIS B;291.0;68.8;129;64.7;163;71.6;308;68.4;200;33;84.8;3.14;1.58;-0.8;-0.88;4.0;2.29;1.01;2.47;1.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LOOM-B.ST;11;61536;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=61536&marketid=11
LUC.ST;LUCARA DIAMOND;13.24;68.2;149;57.1;147;66.2;286;63.8;194;37;63.9;4.53;3.09;-2.8;-1.43;5.15;2.88;0.52;1.48;1.95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUC.ST;11;85525;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85525&marketid=11
LUG.ST;LUNDIN GOLD;33.6;69.2;113;60.0;134;64.6;210;64.6;152;32;71.0;3.76;2.28;-2.31;-1.72;4.51;3.76;1.37;1.73;1.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUG.ST;11;105183;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105183&marketid=11
LUMI.ST;LUNDIN MINING;55.5;50.0;169;52.9;194;52.9;194;51.9;185;17;62.5;4.67;3.6;-1.35;-1.31;7.07;6.32;2.66;3.11;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUMI.ST;11;27709;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27709&marketid=11
LUND-B.ST;LUNDBERGFORETAGEN B;587.0;70.0;103;75.0;127;71.0;187;72.0;139;31;80.0;2.36;1.33;-0.76;-0.68;3.35;2.23;0.85;1.73;1.12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUND-B.ST;11;1012;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1012&marketid=11
LUPE.ST;LUNDIN PETROLEUM;205.6;64.7;124;59.0;120;57.7;177;60.5;140;35;60.0;3.06;1.97;-2.33;-2.09;4.96;4.02;0.78;1.24;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUPE.ST;11;22335;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=22335&marketid=11
MACK-B.ST;MACKMYRA SVENSK WHISKEY B;16.95;65.0;137;56.2;165;48.5;215;56.6;172;33;53.1;4.04;2.12;-1.43;-1.44;7.16;4.59;0.96;2.33;1.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MACK-B.ST;11;85847;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85847&marketid=11
MAG.ST;MAGNOLIA BOSTAD;48.4;82.4;187;69.4;249;62.5;480;71.4;305;36;60.0;4.85;2.49;-1.52;-1.0;6.8;3.99;1.19;2.67;2.33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAG.ST;11;110088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110088&marketid=11
MAHA-A.ST;MAHA ENERGY;6.82;47.4;91;62.5;155;61.7;185;57.2;143;23;52.2;6.18;4.22;-2.87;-2.72;8.91;8.13;2.14;2.48;1.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A.ST;11;124631;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=124631&marketid=11
MAHA-A-TO-1.ST;MAHA ENERGY SUBSCR OPT;;;;;;;;;;;;;;;;;;;;;;;;
MANTEX.ST;MANTEX;4.69;72.7;123;68.4;344;68.4;344;69.8;270;9;50.0;13.32;5.9;-3.07;-3.45;27.22;19.53;7.24;11.27;1.93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MANTEX.ST;11;136007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136007&marketid=11
MATRA.ST;MATRA PETROLEUM;5.54;47.1;122;56.0;178;56.0;178;53.0;159;12;41.7;10.13;8.2;-4.86;-3.91;18.03;12.9;2.3;3.89;2.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MATRA.ST;11;136267;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136267&marketid=11
MAV.ST;MAVSHACK AB;0.223;83.3;174;73.5;1452;70.3;4932;75.7;2186;32;54.8;15.52;5.65;-2.08;-1.88;39.03;6.3;1.8;19.65;1.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAV.ST;11;58547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58547&marketid=11
MAXF.ST;MAXFASTIGHETER I SVERIGE;27.9;38.5;95;41.9;92;41.9;92;40.8;93;15;40.0;1.53;1.11;-1.38;-1.08;2.66;1.9;-0.69;-0.56;1.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;11;123717;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123717&marketid=11
MAXK.ST;MAXKOMPETENS;6.22;38.9;85;25.0;71;25.0;71;29.6;75;14;15.4;2.0;1.84;-2.07;-1.98;2.38;2.38;-2.11;-2.18;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;11;115943;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115943&marketid=11
MCAP.ST;MEDCAP;63.4;69.2;163;66.7;204;57.9;271;64.6;212;28;60.7;4.37;2.33;-1.73;-1.07;8.42;7.07;3.07;3.63;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCAP.ST;11;35364;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35364&marketid=11
MCNH.NGM;MEDICA CLINICAL NORTH;;;;;;;;;;;;;;;;;;;;;;;;
MCOV-B.ST;MEDICOVER;62.0;70.0;116;56.2;115;56.2;115;60.8;115;8;71.4;3.81;2.86;-2.13;-2.41;4.67;4.3;1.58;1.93;1.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;11;138158;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138158&marketid=11
MEAB-B.ST;MALMBERGS ELEKTRISKA B;97.4;50.0;104;59.4;114;55.9;123;55.1;113;34;54.5;2.58;0.88;-1.17;-0.67;2.65;0.87;-0.63;0.11;1.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEAB-B.ST;11;3223;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3223&marketid=11
MEDR-B.ST;MEDIRATT B;6.29;60.0;101;65.4;247;71.2;2393;65.5;913;26;68.0;16.89;12.38;-4.4;-4.15;27.0;18.45;10.42;16.15;2.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEDR-B.ST;11;81251;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81251&marketid=11
MEKO.ST;MEKONOMEN;144.4;52.9;111;39.4;102;49.3;129;47.2;114;34;42.4;2.32;1.31;-1.24;-0.77;3.31;3.18;0.1;-0.11;1.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;11;4986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4986&marketid=11
MELK.ST;MELKER SCHORLING;;;;;;;;;;;;;;;;;;;;;;;;
MERT-A.NGM;MERTIVA;37.9;30.0;94;40.0;162;52.2;455;40.7;237;23;50.0;6.82;2.09;-2.34;-1.57;16.84;12.33;4.58;6.45;1.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM;13;1M0C;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1M0C&marketid=13
MIC-SDB.ST;MILLICOM INTERNATIONAL CELLULAR SDR;562.0;40.9;99;54.8;122;59.8;218;51.8;146;41;70.0;2.78;1.21;-1.72;-0.63;3.87;2.05;0.45;1.39;1.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIC-SDB.ST;11;24507;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=24507&marketid=11
MIDW-B.ST;MIDWAY HOLDING B;12.3;70.0;117;63.3;157;44.3;108;59.2;127;30;44.8;3.84;2.1;-3.02;-2.42;4.84;2.29;-1.11;-0.3;2.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIDW-B.ST;11;835;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=835&marketid=11
MIND.ST;MINDMANCER;;;;;;;;;;;;;;;;;;;;;;;;
MINEST.ST;MINESTO;2.55;75.0;171;57.7;179;55.8;359;62.8;236;26;52.0;6.2;3.06;-2.54;-2.5;8.9;4.51;0.35;2.61;2.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MINEST.ST;11;114883;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114883&marketid=11
MIPS.ST;MIPS;49.7;70.0;119;67.9;140;67.9;140;68.6;133;14;46.2;4.33;2.54;-2.32;-1.66;6.68;5.12;0.67;1.04;1.54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;11;135088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135088&marketid=11
MOB.ST;MOBERG PHARMA;25.15;83.3;164;66.7;146;66.7;344;72.2;218;33;65.6;5.42;3.08;-4.42;-2.67;5.68;2.85;0.15;1.41;2.98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST;11;79252;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79252&marketid=11
MOMENT.ST;MOMENT GROUP;20.0;50.0;105;32.4;84;41.7;87;41.4;92;30;48.3;2.25;1.67;-2.07;-1.91;2.7;1.34;-1.14;-0.57;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;11;32720;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32720&marketid=11
MPI.ST;MEDICAL PROGNOSIS INSTITUTE;11.1;45.5;96;48.9;111;51.7;138;48.7;115;29;46.4;5.82;4.56;-3.46;-3.15;7.25;6.36;0.46;0.71;2.47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MPI.ST;11;123713;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123713&marketid=11
MQ.ST;MQ HOLDING;15.5;50.0;111;50.0;105;55.7;123;51.9;113;35;44.1;2.61;1.46;-1.54;-1.41;2.22;1.18;-1.07;-0.68;2.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;11;76085;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76085&marketid=11
MRG.ST;MR GREEN;46.25;57.7;111;63.0;169;64.1;295;61.6;191;39;65.8;3.92;2.29;-1.89;-1.06;5.92;2.59;0.54;2.45;1.12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MRG.ST;11;94882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94882&marketid=11
MSAB-B.ST;MICRO SYSTEMATION B;70.5;56.5;143;57.8;189;60.0;399;58.1;243;42;50.0;4.66;2.33;-1.96;-0.86;9.05;6.24;1.89;2.75;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSAB-B.ST;11;85846;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85846&marketid=11
MSC-B.ST;MSC GROUP;;;;;;;;;;;;;;;;;;;;;;;;
MSON-A.ST;MIDSONA A;;;;;;;;;;;;;;;;;;;;;;;;
MSON-B.ST;MIDSONA B;52.3;66.7;129;62.2;156;60.3;247;63.1;177;34;57.6;3.53;1.86;-1.38;-1.22;6.9;5.01;1.57;2.59;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;11;3922;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3922&marketid=11
MTG-A.ST;MTG A;352.0;61.1;128;65.8;147;50.0;151;59.0;142;38;48.6;2.85;1.75;-2.37;-1.6;5.44;2.05;-0.63;0.63;1.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;11;3598;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3598&marketid=11
MTG-B.ST;MODERN TIMES GROUP MTG B;354.4;65.0;125;64.3;136;64.6;185;64.6;148;41;67.5;2.14;1.28;-1.33;-0.7;3.25;2.11;0.4;0.96;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-B.ST;11;3599;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3599&marketid=11
MTRS.ST;MUNTERS GROUP;48.3;45.5;81;45.8;82;45.8;82;45.7;81;12;36.4;2.92;1.41;-3.45;-0.5;2.23;1.07;-0.73;-2.18;1.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;11;137814;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137814&marketid=11
MULQ.ST;MULTIQ INTERNATIONAL;0.66;31.6;93;27.0;78;34.2;67;30.9;79;39;28.2;2.79;2.3;-2.34;-2.26;5.09;4.53;-1.15;-1.04;1.49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;11;4359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4359&marketid=11
